ISBN,Title,product_line,public_domain_work,royaltied,self,Series Name,Series Number
9.78E+12,"Command and Control of the First Modern Joint Campaign: The German Invasion of Denmark and Norway, April 1940",Military Public Domain,TRUE,FALSE,,,
9.78E+12,Command Investigation Concerning Chain Of Command Actions With Regard To COVID-19 Onboard USS Theodore Roosevelt (CVN 71),Naval History,TRUE,FALSE,,,
9.78E+12,Commandant's Planning Guidance: ,Naval History,TRUE,FALSE,,,
9.78E+12,"Confidential Human Source Policy Guide [Annotated]: 1018 PG; May 21, 2019",Intelligence,TRUE,FALSE,,AI Lab for Book-Lovers,28
9.78E+12,The Russia-Georgia War,Military History,FALSE,TRUE,,,
9.78E+12,2030,International Politics,FALSE,TRUE,,,
9.78E+12,"Cool Maps for Curious Kids #2: Afghanistan, an Unauthorized Tour of the Land of a Thousand Splendid Suns and the Kite Runner",Cool Maps,FALSE,FALSE,TRUE,,
9.78E+12,Cool Maps of Baghdad: the Emerald City and other cities of Iraq,Cool Maps,FALSE,FALSE,TRUE,,
9.78E+12,"Cool Maps of Cuba: An Atlas of History, Population, Resources Before and After Fidel Castro",Cool Maps,FALSE,FALSE,TRUE,,
9.78E+12,Cool Maps of France: Paris and Beyond,Cool Maps,FALSE,FALSE,TRUE,,
9.78E+12,Cool Maps of France's Overseas Territories and Departments,Cool Maps,FALSE,FALSE,TRUE,,
9.78E+12,"Cool Maps of Indonesia: An Unauthorized View of the Land of EAT, PRAY, LOVE",Cool Maps,FALSE,FALSE,TRUE,,
9.78E+12,"Cool Maps of Iran: Persian History, Oil Wealth, Politics, Population, Religion, Satellite, WMD and More",Cool Maps,FALSE,FALSE,TRUE,,
9.78E+12,"Cool Maps of Iraq: History, Oil Wealth, Politics, Population, Religion, Satellite, and More",Cool Maps,FALSE,FALSE,TRUE,,
9.78E+12,The World Wonder'd: What Really Happened Off Samar,Naval History,FALSE,TRUE,,,
9.78E+12,Packed and Loaded: Conversations with James M. Cain,Biographies & Memoirs,FALSE,TRUE,,,
9.78E+12,Age of Ice and Steel,Fiction,FALSE,TRUE,,,
9.78E+12,Crete: The Graveyard of the Fallschirmjger,Military Public Domain,TRUE,FALSE,,,
9.78E+12,Current Tactical Orders and Doctrine,Naval History,TRUE,FALSE,,AI Lab for Book-Lovers,15
9.78E+12,"CVN-68 NIMITZ, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,CVN-69 DWIGHT D. EISENHOWER: U.S. Navy Aircraft Carrier,Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,"CVN-70 CARL VINSON, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,"CVN-71 THEODORE ROOSEVELT, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,"CVN-72 ABRAHAM LINCOLN, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,"CVN-73 GEORGE WASHINGTON, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,"CVN-74 JOHN C. STENNIS, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,The Essential Saker: from the trenches of the emerging multipolar world,International Politics,FALSE,TRUE,,,
9.78E+12,"CVN-75 HARRY S. TRUMAN, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,"CVN-76 RONALD REAGAN, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
1934840068,"CVN-77 GEORGE H. W. BUSH, U.S. Navy Aircraft Carrier (Colorful Ships #3)",Naval History,FALSE,FALSE,TRUE,Cool Ships,
9.78E+12,Professor Barrister's Dinosaur Mysteries #3: The Case of the Enormous Eoraptor,Children's Books,FALSE,TRUE,,,
9.78E+12,Ultimate Guide to Harry Potter Fandom: Book One,Harry Potter,FALSE,TRUE,,,
9.78E+12,"CVN-78 GERALD R. FORD, U.S. Navy Aircraft Carrier",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,"Ddg-81 Winston S. Churchill, U.S. Navy Destroyer",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,Yuri the Lion: Three Stories,Children's Books,FALSE,TRUE,,,
9.78E+12,Department of Defense Law of War Manual,Law,TRUE,FALSE,,,
9.78E+12,Designing a Laser for the Littoral Combat Ship,Naval History,TRUE,FALSE,,,
9.78E+12,Domestic Investigations and Operations Guide,Intelligence,TRUE,FALSE,,,
9.78E+12,Building the PT Boats: An Illustrated History of U.S. Navy Torpedo Boat Construction in World War II,Torpedo Boats,FALSE,TRUE,,,
9.78E+12,Globalistan: An Antidote to the World Is Flat,International Politics,FALSE,TRUE,FALSE,,
9.78E+12,Brave Just Like Me Keepsake Edition,Children's Books,FALSE,TRUE,,,
9.78E+12,In the Shadow of the Battleship: Considering the Cruisers of World War II,Naval History,FALSE,TRUE,,,
9.78E+12,Dark Navy: The Italian Regia Marina and the Armistice of 8 September 1943,Naval History,FALSE,TRUE,,,
9.78E+12,Blood on Our Hands: The American Invasion and Destruction of Iraq,International Politics,FALSE,TRUE,,,
9.78E+12,Doubling The Fleet: An Analysis of the Causal Factors Behind the U.S. Navy's Warship Building Program from 1933-1941,Naval History,TRUE,FALSE,,,
9.78E+12,Capital Ships of the Imperial Japanese Navy 1868-1945: The Yamato Class and Subsequent Planning,Naval History,FALSE,TRUE,,,
9.78E+12,Eccentric Dictionaries: An Experiment In AI-Enhanced Human Creativity,Reference,TRUE,FALSE,,Eccentric Dictionaries,1
9.78E+12,Empire Maintenance in the Information Age: Influence of Mediaverse on Strategy,Military History,TRUE,FALSE,AI Lab for Book-Lovers,27,
9.78E+12,EP-3E Collision [2001]: Cryptologic Damage Assessment And Incident Review Final Report,Intelligence,TRUE,FALSE,,,
9.78E+12,European Axis Signal Intelligence in World War II,Intelligence,TRUE,FALSE,,,
9.78E+12,European USSR Coasts and Landing Zones: NATO Invasion Targets During the Cold War,Naval History,TRUE,FALSE,AI Lab for Book-Lovers,,
9.78E+12,Falling from Grace: The German Airborne (Fallschirmjager) in World War II,Military Public Domain,TRUE,FALSE,,,
9.78E+12,FBI Whistleblowers: What Their Disclosures Indicate About The Politicization Of The FBI And Justice Department: Republican Staff Report,Law,TRUE,FALSE,,,
9.78E+12,"Fifty Years of Flight Research: An Annotated Bibliography of Technical Publications of NASA Dryden Flight Research Center, 1946-1996",Military Public Domain,TRUE,FALSE,,,
9.78E+12,Freyburg's Failure at Crete: A Close-Run Thing,Military Public Domain,TRUE,FALSE,,,
9.78E+12,From Gaza to the Peloponnessian War: Maritime Irregular Warfare,Military Public Domain,TRUE,FALSE,,,
9.78E+12,German Underwater Ordnance Mines (Kriegsmarine Technical Studies),Military Public Domain,TRUE,FALSE,,,
9.78E+12,"Glossaries of Nautical Terms: English to Chinese (Simplified), Creole, French, Italian, Japanese, Korean, Polish, Portugese, Russian, Spanish",Naval History,TRUE,FALSE,,,
9.78E+12,Finding Meaning in Narnia: A Voyage on the Dawn Treader,Christian Themes,FALSE,TRUE,,,
9.78E+12,MTBSTC: Motor Torpedo Boat Squadrons Center,Torpedo Boats,FALSE,TRUE,,,
9.78E+12,GOP Witnesses: What Their Disclosures Indicate About The State Of The Republican Investigations,Law,TRUE,FALSE,,,
9.78E+12,Thunder in its Courses: Essays on the Battlecruiser,Naval History,FALSE,TRUE,,,
9.78E+12,Rising Storm: Battle of the Atlantic 1939-1940 (Naval Wargaming Rules),Naval History,FALSE,TRUE,,,
9.78E+12,GRU Cybervillains: The DOJ Indictment Against Six Russian ,Law,TRUE,FALSE,FALSE,,
9.78E+12,A Dictionary of Deception: The Tools  That You Need  to Overcome the Semantactical Games Played by Exploitative Elites,Politics,FALSE,TRUE,,,
9.78E+12,Brave Just Like Me,Children's Books,FALSE,TRUE,,,
9.78E+12,Silly Rhymes for Fun Times,Children's Books,FALSE,TRUE,,,
9.78E+12,"The Definitive Illustrated History of the Torpedo Boat, Volume XI: Indexes (The Ship Killers)",Torpedo Boats,FALSE,TRUE,,,
9.78E+12,Secrets of the Modern World: Thomas Malthus,Biographies & Memoirs,FALSE,TRUE,,,
9.78E+12,Professor Barrister's Dinosaur Mysteries #4: The Case of the Colorful Caudipteryx,Children's Books,FALSE,TRUE,,,
9.78E+12,Secrets of the Modern World: Yukichi Fukuzawa,Biographies & Memoirs,FALSE,TRUE,,,
9.78E+12,The Royal Navy's Revenge and Other Little-Known Encounters of the War at Sea,Naval History,FALSE,TRUE,,,
9.78E+12,Guide to Captured German Documents [World War II Bibliography],Military Public Domain,TRUE,FALSE,,,
9.78E+12,Re-reading A GAME OF THRONES: A Critical Response to George R.R. Martin's Fantasy Classic,Popular Culture,FALSE,TRUE,,,
9.78E+12,Citizen Arianna: The Huffington Post / AOL Merger: Triumph or Tragedy?,Politics,FALSE,TRUE,,,
9.78E+12,"Guides to Captured German Documents Microfilmed at Alexandria, Virginia",Military History,TRUE,FALSE,FALSE,,
9.78E+12,Halsey's Decision: Organizational Failure at Leyte Gulf,Naval History,FALSE,FALSE,FALSE,,
9.78E+12,Halsey's Decision: Organizational Failure at Leyte Gulf,Naval History,FALSE,FALSE,FALSE,,
9.78E+12,Brave Just Like Me,Children's Books,FALSE,TRUE,,,
9.78E+12,Historical Bibliography of Sea Mine Warfare,Military Public Domain,TRUE,FALSE,,,
9.78E+12,History of Gun-Type Artillery-Fired Atomic Projectiles:,Bomb Histories,TRUE,FALSE,FALSE,,
9.78E+12,"History Of Gun-Type Bombs And Warheads: Mks 8, 10 and 11",Bomb Histories,TRUE,FALSE,FALSE,,
9.78E+12,"History of On-Orbit Satellite Fragmentations, 16th Edition",Space Power,TRUE,FALSE,,,
9.78E+12,History of the Indian tribes of North America [Single-Volume Facsimile Edition]: with Biographical Sketches and Anecdotes of the Principal Chiefs,History,TRUE,FALSE,,,
9.78E+12,History of the Mk 25 Warhead: Code Name DING DONG,Bomb Histories,TRUE,FALSE,FALSE,,
9.78E+12,"Hitler, Hussein, and the Crazy State: Why Strategic Rationality Is Not Enough",Military Public Domain,TRUE,FALSE,,,
9.78E+12,Hitler's Malta Option: A Comparison of the Invasion of Crete (Operation Merkur) and the Proposed Invasion of Malta (Operation Hercules),Military Public Domain,TRUE,FALSE,,,
9.78E+12,The Art of War of Bernadotte,Napoleonics,FALSE,TRUE,FALSE,,
9.78E+12,Re-Reading Harry Potter and the Deathly Hallows,Popular Culture,FALSE,TRUE,,,
9.78E+12,Hypochondriac's Guide to Hoodia Gordonii H 57,Science Phile,TRUE,FALSE,TRUE,,
9.78E+12,Illicit Finance Risk Assessment of Decentralized Finance,Government,TRUE,FALSE,,,
9.78E+12,Imperial Japanese Navy 1932-1945 Warships and Colours: With Japanese Army Vessels and Three Special Bonus Pages,Naval History,FALSE,TRUE,,,
9.78E+12,Index of Oral Histories Relating to Naval Research and Development,Naval History,TRUE,FALSE,AI Lab for Book-Lovers,,
9.78E+12,Instructions Concerning the Duties of Light Infantry in the Field,Military Public Domain,TRUE,FALSE,,,
9.78E+12,"Investigation and Review of the Federal Bureau of Prisons' Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York",Law,TRUE,FALSE,,,
9.78E+12,Investigation Of Competition In Digital Markets: ,Law,TRUE,FALSE,FALSE,,
9.78E+12,Dictionary of Automatic Ideas: A New Translation Bringing Flaubert into the 21st Century,Literature,FALSE,TRUE,,,
9.78E+12,PT Boats Behind The Scenes,Torpedo Boats,FALSE,TRUE,,,
9.78E+12,"Investigation of Forrestal Fire: Copy of findings, recommendations and opinions of investigation into fire on board USS Forrestal (CVA 59)",Naval History,TRUE,FALSE,,,
9.78E+12,Jane's Fighting Ships 1900 (facsimile edition),Naval History,TRUE,FALSE,FALSE,,
9.78E+12,"Jane's Fighting Ships 1904. (Naval Encyclopedia and Year Book): Facsimile Edition. Volume 1 of 2.  England, France, Germany, Russia.",Naval History,TRUE,FALSE,,,
9.78E+12,"Jane's Fighting Ships 1904. (Naval Encyclopedia and Year Book): Facsimile Edition. Volume 2 of 2.  United States, Japan, Italy, Austria-Hungary, Coast Defense Navies, Minor Navies, topical surveys.",Naval History,TRUE,FALSE,,,
9.78E+12,Jane's Fighting Ships 1920 (facsimile edition),Naval History,TRUE,FALSE,,,
9.78E+12,Lessons and Conclusions From the History of Navy and Military Doctrinal Development,Naval History,TRUE,FALSE,,AI Lab for Book-Lovers,16
9.78E+12,Light Infantry Forces: A Bibliography,Military History,TRUE,FALSE,FALSE,,
9.78E+12,FLEETS OF WORLD WAR II: Design History and Analysis for Every Ship of Every Navy (Revised Edition),Naval History,FALSE,TRUE,,,
9.78E+12,Light Infantry: A Historical Perspective,Military Public Domain,TRUE,FALSE,,,
9.78E+12,"Liveblogging BLACKWATER by Jeremy Scahill: Unauthorized Color Commentary, Maps, and Images",Military History,FALSE,FALSE,TRUE,,
9.78E+12,Lloyd's Register of British and Foreign Shipping [1890]: Universal Register [Volume 1 of 2],Naval History,TRUE,FALSE,In the Year 1890,3,
9.78E+12,Empire of Chaos,International Politics,FALSE,TRUE,,,
9.78E+12,Battleship Victory: Principles of Sea Power in the War in the Pacific,Naval History,FALSE,TRUE,,,
9.78E+12,Lloyd's Register of British and Foreign Shipping [1890]: Universal Register [Volume 2 of 2],Naval History,TRUE,FALSE,In the Year 1890,4,
9.78E+12,Manhattan District History: Book I - General; Volume I - Genera,Manhattan Project,TRUE,FALSE,,,
9.78E+12,Manhattan District History: General Index,Manhattan Project,TRUE,FALSE,,,
9.78E+12,2030,International Politics,FALSE,TRUE,,,
9.78E+12,Memories and Records: the Lord FIsher Omnibus,Naval History,TRUE,FALSE,FALSE,,
9.78E+12,Motor Torpedo Boat Manual,Torpedo Boats,TRUE,FALSE,FALSE,,
9.78E+12,Movement And Maneuver In Deep Space: A Framework to Leverage Advanced Propulsion,Space Power,TRUE,FALSE,,Space Power,6
9.78E+12,Napoleon In Moscow: Why It Matters Today,Napoleonics,FALSE,FALSE,TRUE,,
9.78E+12,Napoleon's Cavalry: A Key Element to Decisive Victory,Military Public Domain,TRUE,FALSE,,,
9.78E+12,NASA Historical Investigation Into James E. Webb's Relationship To The Lavender Scare,Space Power,TRUE,FALSE,,,
9.78E+12,National Security Strategy,Military History,TRUE,FALSE,,,
9.78E+12,Navigation Rules and Regulations Handbook: ,Coast Guard,TRUE,FALSE,,,
9.78E+12,New Research on the Voynich Manuscript,Intelligence,TRUE,FALSE,,,
9.78E+12,Night Attack by a Soviet Battalion,Military History,TRUE,FALSE,,AI Lab for Book-Lovers,11
9.78E+12,Pieces of History: Artifacts of the PT Boat Navy,Torpedo Boats,FALSE,TRUE,,,
9.78E+12,"No-Fly Zones:Strategic, Operational, and Legal Considerations for Congress",Military History,TRUE,FALSE,FALSE,,
9.78E+12,"Obama's Nuclear Posture Review: Or, We Won't Nuke You Unless You Are a Really Bad Country, or We Change Our Minds",Military Public Domain,TRUE,FALSE,,,
9.78E+12,Oops! Boom!  An Analysis of Fratricide in US Naval Surface and Submarine Forces in World War II,Military Public Domain,TRUE,FALSE,,,
9.78E+12,"Operation Sea Lion: A Joint Critical Analysis, Or, How Hitler Could Have Won, If He Were More Joint",Military Public Domain,TRUE,FALSE,,,
9.78E+12,Operation Weseruebung: The Dawn of Decisive Airpower in Joint Military Operations,Military Public Domain,TRUE,FALSE,,,
9.78E+12,Osama Bin Laden: A Case Study,Military History,TRUE,FALSE,FALSE,,
9.78E+12,Our Colorful Moon: Beautiful Images to Energize and Delight,Science Phile,FALSE,FALSE,TRUE,,
9.78E+12,Our Splendid Sun: Cool Science Images for Curious Kids #1,Science Phile,FALSE,FALSE,TRUE,,
9.78E+12,Pictorial Record: The War Against Japan (United States Army in World War II),Military Public Domain,TRUE,FALSE,,,
9.78E+12,Pieces of History: Artifacts of the PT Boat Navy,Torpedo Boats,FALSE,TRUE,,,
9.78E+12,Pillars of Russia's Disinformation and Propaganda Ecosystem: Annotated in the AI Lab at NimbleBooks.com,Intelligence,TRUE,FALSE,Russia Public Domain,1,
9.78E+12,Playbook For Early Response To High-Consequence Emerging Infectious Disease Threats And Biological Incidents ,Politics,TRUE,FALSE,FALSE,,
9.78E+12,Football Nomad,Sports,FALSE,TRUE,,,
9.78E+12,Record of Proceedings of SCORPION Inquiry,Naval History,TRUE,FALSE,FALSE,,
9.78E+12,Record of Proceedings of THRESHER Inquiry ,Naval History,TRUE,FALSE,FALSE,,
9.78E+12,"Report Of Investigation: Security Failures At The United States Capitol On January 6, 2021",Law,TRUE,FALSE,,AI Lab for Book-Lovers,11
9.78E+12,Report of Operation HighJump:,Naval History,TRUE,FALSE,FALSE,,
9.78E+12,Report on Digital Asset Financial Stability Risks and Regulation 2022,Law,TRUE,FALSE,,AI Lab for Book-Lovers,12
9.78E+12,Report on Matters Related to Intelligence Activities and Investigations Arising Out of the 2016 Presidential Campaigns [Annotated],Intelligence,TRUE,FALSE,AI Lab for Book-Lovers,25,
9.78E+12,Reports on the Collisions of USS McCain and USS Fitzgerald (Foia ...,Naval History,TRUE,FALSE,FALSE,,
9.78E+12,"Reread THE DEATHLY HALLOWS Today! with unauthorized, pithy, chapter-by-chapter perspectives",Popular Culture,FALSE,FALSE,TRUE,,
9.78E+12,Rise of the Drones: Unmanned Systems and the Future of War,Military History,TRUE,FALSE,FALSE,,
9.78E+12,Russian Active Measures Campaigns and Interference,Intelligence,TRUE,FALSE,,,
9.78E+12,Russian Active Measures Campaigns and Interference: Volume 5: Counterintelligence Threats and Vulnerabilities,Intelligence,TRUE,FALSE,,,
9.78E+12,Sandy Berger Should Be In Jail,Politics,TRUE,FALSE,TRUE,,
9.78E+12,"Sea-Based Airpower - The Decisive Factor in Expeditionary Operations? (Norway, 1940; Falkland Islands, 1982)",Military Public Domain,TRUE,FALSE,,,
9.78E+12,"Self-Inflicted Wound Allied Defeat in Crete, May 1941",Military Public Domain,TRUE,FALSE,,,
9.78E+12,"Should Barack Obama Be President? Dreams from My Father, Audacity of Hope, ... Obama in '08?",Politics,FALSE,FALSE,TRUE,,
9.78E+12,"Small Combatants for the Homeland Mission: Littoral Combat Ships, Frigates, and Corvettes",Naval History,TRUE,FALSE,,,
9.78E+12,So Much for Democracy: Citizens United v. Federal Election Commission,Law,TRUE,FALSE,FALSE,,
9.78E+12,Soviet Space Technology: What We Thought We Knew in 1959,Space Power,TRUE,FALSE,Space Power,,
9.78E+12,Spacepower: Doctrine for Space Forces,Space Power,TRUE,FALSE,FALSE,,
9.78E+12,Spar-torpedo instructions for the United States Navy,Naval History,TRUE,FALSE,,,
9.78E+12,"SSN-23 JIMMY CARTER, U.S. Navy Submarine (Seawolf class)",Modern Warships,FALSE,FALSE,TRUE,,
9.78E+12,State of the Art of Algorithmic Book Publishing 2024,Technology,TRUE,FALSE,,,
9.78E+12,State of Washington v. US Food & Drug Administration [Annotated],Law,TRUE,FALSE,AI Lab for Book-Lovers,24,
9.78E+12,Steele Dossier Corroboration Spreadsheet: ,Politics,TRUE,FALSE,FALSE,,
9.78E+12,Stellar Atmospheres: A Contribution To The Observational Study Of High Temperature In The Reversing Layers Of Stars,Science Phile,TRUE,FALSE,AI Lab for Book-Lovers,20,
9.78E+12,Strategic Airpower Elements in Interwar German Air Force Doctrine,Military Public Domain,TRUE,FALSE,,,
9.78E+12,Strategic Satellite Systems in a Post-Cold-War Environment,Space Power,TRUE,FALSE,,,
9.78E+12,The Handbook of Fifth-Generation Warfare (5gw),Strategy,FALSE,TRUE,,,
9.78E+12,Submarine Warfare in the 20th and 21st Centuries - A Bibliography,Military Public Domain,TRUE,FALSE,,,
9.78E+12,Suicide Bombers in CONUS,Military History,TRUE,FALSE,,,
9.78E+12,Survival: Training Edition: AF Manual 64-3,Military History,TRUE,FALSE,FALSE,,
9.78E+12,Tactical Nuclear Weapons In Southeast Asia,Military History,TRUE,FALSE,,AI Lab for Book-Lovers,10
9.78E+12,Technical Articles about the Voynich Manuscript ,Intelligence,TRUE,FALSE,,,
9.78E+12,Ten Propositions Regarding Air Power,Military History,TRUE,FALSE,,,
9.78E+12,Ten Propositions Regarding Space Power,Space Power,TRUE,FALSE,FALSE,,
9.78E+12,Ten Propositions Regarding Space Power,Space Power,TRUE,FALSE,,Space Power,4
9.78E+12,The Beauties of Shakspear,Literature,TRUE,FALSE,FALSE,,
9.78E+12,The Collected Papers of Frederic William Maitland,Law,TRUE,FALSE,FALSE,,
9.78E+12,The Collected Papers of Frederic William Maitland (Volume II),Law,TRUE,FALSE,FALSE,,
9.78E+12,The Collected Papers of Frederic William Maitland (Volume III),Law,TRUE,FALSE,FALSE,,
9.78E+12,The EXXON Valdez Oil Spill a Report to the President,Epic Fails,TRUE,FALSE,FALSE,,
9.78E+12,"The Family Jewels: Declassified Documents Released by the CIA under the Freedom of Information Act, June 2007",Military Public Domain,TRUE,FALSE,,,
9.78E+12,The Ghosts of Stalingrad:  Why the Airlift Didn't Work,Military History,TRUE,FALSE,FALSE,,
9.78E+12,"Revolutionary Strategies in Early Christianity: 4th Generation Warfare (4GW) Against the Roman Empire, and the Counterinsurgency (COIN) Campaign to Save It",Strategy,FALSE,TRUE,FALSE,,
9.78E+12,"War Bots: How U.S. Military Robots Are Transforming War in Iraq, Afghanistan, and the Future",Modern Weapons,FALSE,TRUE,,,
9.78E+12,Iowa Class Battleships and Alaska Class Large Cruisers Conversion Projects 1942-1964: An Illustrated Technical Reference,Naval History,FALSE,TRUE,,,
9.78E+12,"Through Stranger Eyes: Reviews, Introductions, Tributes & Iconoclastic Essays",Science Fiction,FALSE,TRUE,,,
9.78E+12,The Unauthorized Harry Potter Quiz Book: 165 Questions Ranging from The Sorcerer's Stone to The Deathly Hallows,Harry Potter,FALSE,TRUE,,,
9.78E+12,"The John Boyd Roundtable: Debating Science, Strategy, and War",Strategy,FALSE,TRUE,,,
9.78E+12,THE SHACK: Unauthorized Theological Critique,Christian Themes,FALSE,TRUE,,,
9.78E+12,"A Marine of the Imperial Guard: Eyewitness to the French Failure in Spain, 1808",Napoleonics,FALSE,TRUE,,,
9.78E+12,"We Tried to Warn You: Innovations in Leadership for the Learning Organization; User Experience, Product Management, Strategy, and the Logic",Designing Organizations That Matter,FALSE,TRUE,,,
9.78E+12,In the Shadow of the Battleship: Considering the Cruisers of World War II,Naval History,FALSE,TRUE,,,
