key,Section,Tab,Subtab,Area,Row,Col,Unit,Desc,value
input_fuel_Households[4],Demand,Heating,,Individual Heating,Biomass boiler,Fuel Input,TWh,[cc] unit = ???,8004
 Input_HH_Bioboiler_Storage,Demand,Heating,,Individual Heating,Biomass boiler,Heat Storage*,Days of heat demand,,8.004
 input_HH_bioboiler_Solar,Demand,Heating,,Individual Heating,Biomass boiler,Solar Thermal Input,TWh,[cc] unit = ???,8024
input_HH_bioboiler_SolarShare,Demand,Heating,,Individual Heating,Biomass boiler,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1024
input_HH_BioCHP_CapLimit,Demand,Heating,,Individual Heating,Biomass micro CHP,Capacity Limit*,Share (0-10),The capacity limit of HP and CHP is given in share (between 0 and 10) of maximum heat demand,1.004
input_HH_BioCHP_eff_el,Demand,Heating,,Individual Heating,Biomass micro CHP,Efficiency Electric,Fraction,,0.1012
input_HH_BioCHP_eff_th,Demand,Heating,,Individual Heating,Biomass micro CHP,Efficiency Thermal,Fraction,,0.1007
input_HH_BioCHP_heat,Demand,Heating,,Individual Heating,Biomass micro CHP,Heat Demand,TWh,,8012
input_HH_BioCHP_storage,Demand,Heating,,Individual Heating,Biomass micro CHP,Heat Storage*,Days of heat demand,,8.007
input_HH_BioCHP_solar,Demand,Heating,,Individual Heating,Biomass micro CHP,Solar Thermal Input,TWh,[cc] unit = ???,8027
 input_HH_BioCHP_SolarShare,Demand,Heating,,Individual Heating,Biomass micro CHP,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1027
input_HH_coalboiler_eff,Demand,Heating,,Individual Heating,Coal Boiler,Efficiency Thermal,Fraction,,0.1001
input_fuel_Households[1],Demand,Heating,,Individual Heating,Coal Boiler,Fuel Input,TWh,[cc] unit = ???,8001
 Input_HH_coalboiler_Storage,Demand,Heating,,Individual Heating,Coal Boiler,Heat Storage*,Days of heat demand,,8.001
 input_HH_coalboiler_Solar,Demand,Heating,,Individual Heating,Coal Boiler,Solar Thermal Input,TWh,[cc] unit = ???,8021
input_HH_coalboiler_SolarShare,Demand,Heating,,Individual Heating,Coal Boiler,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1021
input_HH_EB_CapLimit,Demand,Heating,,Individual Heating,Electric heating,Capacity Limit*,Share (0-10),The capacity limit of HP and CHP is given in share (between 0 and 10) of maximum heat demand,1.006
input_HH_EB_heat,Demand,Heating,,Individual Heating,Electric heating,Heat Demand,TWh,,8014
input_HH_EB_storage,Demand,Heating,,Individual Heating,Electric heating,Heat Storage*,Days of heat demand,,8.009
input_HH_EB_solar,Demand,Heating,,Individual Heating,Electric heating,Solar Thermal Input,TWh,[cc] unit = ???,8029
 input_HH_EB_SolarShare,Demand,Heating,,Individual Heating,Electric heating,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1029
input_HH_H2CHP_CapLimit,Demand,Heating,,Individual Heating,H2 micro CHP,Capacity Limit*,Share (0-10),The capacity limit of HP and CHP is given in share (between 0 and 10) of maximum heat demand,1.002
input_HH_H2CHP_eff_el,Demand,Heating,,Individual Heating,H2 micro CHP,Efficiency Electric,Fraction,,0.101
input_HH_H2CHP_eff_th,Demand,Heating,,Individual Heating,H2 micro CHP,Efficiency Thermal,Fraction,,0.1005
input_HH_H2CHP_heat,Demand,Heating,,Individual Heating,H2 micro CHP,Heat Demand,TWh,,8010
input_HH_H2CHP_storage,Demand,Heating,,Individual Heating,H2 micro CHP,Heat Storage*,Days of heat demand,,8.005
input_HH_H2CHP_solar,Demand,Heating,,Individual Heating,H2 micro CHP,Solar Thermal Input,TWh,[cc] unit = ???,8025
input_HH_H2CHP_SolarShare,Demand,Heating,,Individual Heating,H2 micro CHP,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1025
Filnavn_individual_heatdemand,Demand,Heating,,Individual Heating,Heat Demand [Distribution],Change Distribution,Distribution file,,zero.txt
input_HH_HP_CapLimit,Demand,Heating,,Individual Heating,Heat Pump,Capacity Limit*,Share (0-10),The capacity limit of HP and CHP is given in share (between 0 and 10) of maximum heat demand,1.005
input_HH_HP_COP,Demand,Heating,,Individual Heating,Heat Pump,Efficiency Electric (COP),Fraction,,1.001
input_HH_HP_heat,Demand,Heating,,Individual Heating,Heat Pump,Heat Demand,TWh,,8013
input_HH_HP_storage,Demand,Heating,,Individual Heating,Heat Pump,Heat Storage*,Days of heat demand,,8.008
input_HH_HP_solar,Demand,Heating,,Individual Heating,Heat Pump,Solar Thermal Input,TWh,[cc] unit = ???,8028
 input_HH_HP_SolarShare,Demand,Heating,,Individual Heating,Heat Pump,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1028
input_HH_ngasboiler_eff,Demand,Heating,,Individual Heating,Ngas boiler,Efficiency Thermal,Fraction,,0.1003
input_fuel_Households[3],Demand,Heating,,Individual Heating,Ngas boiler,Fuel Input,TWh,[cc] unit = ???,8003
 Input_HH_Ngasboiler_Storage,Demand,Heating,,Individual Heating,Ngas boiler,Heat Storage*,Days of heat demand,,8.003
 input_HH_ngasboiler_Solar,Demand,Heating,,Individual Heating,Ngas boiler,Solar Thermal Input,TWh,[cc] unit = ???,8023
input_HH_ngasboiler_SolarShare,Demand,Heating,,Individual Heating,Ngas boiler,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1023
input_HH_NgasCHP_CapLimit,Demand,Heating,,Individual Heating,Ngas micro CHP,Capacity Limit*,Share (0-10),The capacity limit of HP and CHP is given in share (between 0 and 10) of maximum heat demand,1.003
input_HH_NgasCHP_eff_el,Demand,Heating,,Individual Heating,Ngas micro CHP,Efficiency Electric,Fraction,,0.1011
input_HH_NgasCHP_eff_th,Demand,Heating,,Individual Heating,Ngas micro CHP,Efficiency Thermal,Fraction,,0.1006
input_HH_NgasCHP_heat,Demand,Heating,,Individual Heating,Ngas micro CHP,Heat Demand,TWh,,8011
input_HH_NgasCHP_storage,Demand,Heating,,Individual Heating,Ngas micro CHP,Heat Storage*,Days of heat demand,,8.006
input_HH_NgasCHP_solar,Demand,Heating,,Individual Heating,Ngas micro CHP,Solar Thermal Input,TWh,[cc] unit = ???,8026
input_HH_NgasCHP_SolarShare,Demand,Heating,,Individual Heating,Ngas micro CHP,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1026
input_HH_oilboiler_eff,Demand,Heating,,Individual Heating,Oil boiler,Efficiency Thermal,Fraction,,0.1002
input_fuel_Households[2],Demand,Heating,,Individual Heating,Oil boiler,Fuel Input,TWh,[cc] unit = ???,8002
 Input_HH_oilboiler_Storage,Demand,Heating,,Individual Heating,Oil boiler,Heat Storage*,Days of heat demand,,8.002
 input_HH_oilboiler_Solar,Demand,Heating,,Individual Heating,Oil boiler,Solar Thermal Input,TWh,[cc] unit = ???,8022
input_HH_oilboiler_SolarShare,Demand,Heating,,Individual Heating,Oil boiler,Solar Thermal Share*,Fraction,Share of heat consumers with solar thermal,1.1022
Filnavn_individual_solar,Demand,Heating,,Individual Heating,Solar Thermal [Distribution],Change Distribution,Distribution file,[cc] Seems to be the output pattern for solar thermal,zero.txt
input_Heatdemand_PerHouse,Demand,Heating,,Total Heat Demand,Demand Per Building*,,kWh/year,,8000
input_bio_ann_losses,Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Biomass,Fuel Losses,Fraction,"Fuel losses represent the energy lost while producing the fuel such as in refineries, own use, and transportation losses. For bioenergy, many of these are included in the biofuel production tabsheets. The fuel losses are expressed here as a percentage of the total fuel consumed at the end of the analysis. Hence, this loss is added onto the other fuel consumed.",0.704
input_fuel_CSHP[4],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Biomass,Industry,TWh,,7004
input_fuel_Various[4],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Biomass,Various*,TWh,"Various can include any fuels that have not been accounted for elsewhere, such as fuels for non-energy use",7014
input_coal_ann_losses,Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Coal,Fuel Losses,Fraction,"Fuel losses represent the energy lost while producing the fuel such as in refineries, own use, and transportation losses. For bioenergy, many of these are included in the biofuel production tabsheets. The fuel losses are expressed here as a percentage of the total fuel consumed at the end of the analysis. Hence, this loss is added onto the other fuel consumed.",0.701
input_fuel_CSHP[1],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Coal,Industry,TWh,,7001
input_fuel_Various[1],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Coal,Various*,TWh,"Various can include any fuels that have not been accounted for elsewhere, such as fuels for non-energy use",7011
input_fuel_CSHP[6],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Hydrogen,Industry,TWh,,7005
Filnavn_Industry_Hydrogen,Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Hydrogen [Distribution],Change Distribution,Distribution file,,zero.txt
input_gas_ann_losses,Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Ngas,Fuel Losses,Fraction,"Fuel losses represent the energy lost while producing the fuel such as in refineries, own use, and transportation losses. For bioenergy, many of these are included in the biofuel production tabsheets. The fuel losses are expressed here as a percentage of the total fuel consumed at the end of the analysis. Hence, this loss is added onto the other fuel consumed.",0.703
input_fuel_CSHP[3],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Ngas,Industry,TWh,,7003
input_fuel_Various[3],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Ngas,Various*,TWh,"Various can include any fuels that have not been accounted for elsewhere, such as fuels for non-energy use",7013
Filnavn_Industry_Ngas,Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Ngas [Distribution],Change Distribution,Distribution file,,zero.txt
input_oil_ann_losses,Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Oil,Fuel Losses,Fraction,"Fuel losses represent the energy lost while producing the fuel such as in refineries, own use, and transportation losses. For bioenergy, many of these are included in the biofuel production tabsheets. The fuel losses are expressed here as a percentage of the total fuel consumed at the end of the analysis. Hence, this loss is added onto the other fuel consumed.",0.702
input_fuel_CSHP[2],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Oil,Industry,TWh,,7002
input_fuel_Various[2],Demand,Industry and Fuel,,Industry and Other Fuel Consumption,Oil,Various*,TWh,"Various can include any fuels that have not been accounted for elsewhere, such as fuels for non-energy use",7012
input_V2G_Cap_Inv,Demand,Transport,,Electric Vehicle Specifications,Capacity of battery to grid connection,Power,MW,,6041
input_V2G_Cap_Charge,Demand,Transport,,Electric Vehicle Specifications,Capacity of grid to battery connection,Power,MW,,687501
Input_NH3_input,Demand,Transport,,Main,Ammonia (NH3),Electrofuel,TWh/year,,6026
Input_BioDieselInput,Demand,Transport,,Main,Diesel / DME,Biofuel,TWh/year,,6012
Input_SynDiesel,Demand,Transport,,Main,Diesel / DME,Electrofuel,TWh/year,,6022
input_fuel_Transport[2],Demand,Transport,,Main,Diesel / DME,Fossil,TWh/year,,6002
input_V2G_Eff_Inv,Demand,Transport,,Main,Efficiency (battery to grid),Share,Fraction,,0.6004
input_V2G_Eff_Charge,Demand,Transport,,Main,Efficiency (grid to battery),Share,Fraction,,0.6003
input_transport_TWh,Demand,Transport,,Main,Electricity (Dump Charge),Total,TWh/year,,6038
Filnavn_transport,Demand,Transport,,Main,Electricity (Dump Charge) [Distribution],Change Distribution,Distribution file,,d613.txt
input_transport_TWh_V2G,Demand,Transport,,Main,Electricity (Smart Charge),Total,TWh/year,,6039
Filnavn_transport_V2G,Demand,Transport,,Main,Electricity (Smart Charge) [Distribution],Change Distribution,Distribution file,,d614.txt
input_fuel_Transport[6],Demand,Transport,,Main,H2 (Produced by Electrolysers),Total,TWh/year,,6037
Filnavn_transport_H2,Demand,Transport,,Main,H2 (Produced by Electrolysers) [Distribution],Change Distribution,Distribution file,,d612.txt
Input_BioJPInput,Demand,Transport,,Main,JP (Jet Fuel),Biofuel,TWh/year,,6011
Input_SynJP,Demand,Transport,,Main,JP (Jet Fuel),Electrofuel,TWh/year,,6021
input_fuel_Transport[1],Demand,Transport,,Main,JP (Jet Fuel),Fossil,TWh/year,,6001
input_fuel_Transport[9],Demand,Transport,,Main,LPG,Fossil,TWh/year,,6005
input_V2G_MaxShare,Demand,Transport,,Main,Max. share of cars during peak demand,Share,Fraction,,0.6001
input_fuel_Transport[3],Demand,Transport,,Main,Ngas* (Grid Gas),Fossil,TWh/year,,6004
Filnavn_Transport_Ngas,Demand,Transport,,Main,Ngas* (Grid Gas) [Distribution],Change Distribution,Distribution file,,d611.txt
Input_BioPetrolInput,Demand,Transport,,Main,Petrol / Methanol,Biofuel,TWh/year,,6013
Input_SynPetrol,Demand,Transport,,Main,Petrol / Methanol,Electrofuel,TWh/year,,6023
input_fuel_Transport[5],Demand,Transport,,Main,Petrol / Methanol,Fossil,TWh/year,,6003
input_V2G_ConnectionShare,Demand,Transport,,Main,Share of parked cars grid connected,Share,Fraction,,0.6002
input_CO2_CCS,Supply,CO2,,CCS and CCR: Carbon Capture and Storage or Recycling,CCS,CO2 captured by CCS,Mt,,0.82016
input_CCS_El_PerUnit,Supply,CO2,,CCS and CCR: Carbon Capture and Storage or Recycling,CCS,Electricity Consumption (Per unit),MWh/t CO2,,0.82017
Input_CCS_Capacity,Supply,CO2,,CCS and CCR: Carbon Capture and Storage or Recycling,CCS,Increase Capacity for Regulation to,MW,,0.82018
input_fuel_CO2[1],Supply,CO2,,CO2 content in the fuels,Coal,CO2 Content,kg/GJ,,0.82011
input_fuel_CO2[2],Supply,CO2,,CO2 content in the fuels,FuelOil Diesel Petrol/JP,CO2 Content,kg/GJ,,0.82012
input_fuel_CO2[8],Supply,CO2,,CO2 content in the fuels,LPG,CO2 Content,kg/GJ,,0.82014
input_fuel_CO2[3],Supply,CO2,,CO2 content in the fuels,Ngas,CO2 Content,kg/GJ,,0.82013
input_fuel_CO2[9],Supply,CO2,,CO2 content in the fuels,Waste,CO2 Content,kg/GJ,,0.82015
input_cap_pp2_el,Supply,Central Power Production,,Central  Power Plants,Condensing PP2,Capacity,MW-e,,4001
input_eff_pp2_el,Supply,Central Power Production,,Central  Power Plants,Condensing PP2,Efficiency Electric,Fraction,,0.4001
input_hydro_cap,Supply,Central Power Production,,Central  Power Plants,Dammed Hydro Power,Capacity,MW-e,,4005
input_hydro_eff,Supply,Central Power Production,,Central  Power Plants,Dammed Hydro Power,Efficiency Electric,Fraction,,0.4007
input_hydro_watersupply,Supply,Central Power Production,,Central  Power Plants,Dammed Hydro Water supply*,Capacity,TWh/year,These are hydro power plants with a dam. Hence the water can be stored if there is a storage capacity available behind the dam.,4004
filnavn_hydro_water,Supply,Central Power Production,,Central  Power Plants,Dammed Hydro Water supply* [Distribution],Change Distribution,Distribution file,,d413.txt
input_GeoPower_cap,Supply,Central Power Production,,Central  Power Plants,Geothermal power,Capacity,MW-e,,4003
input_GeoPower_factor,Supply,Central Power Production,,Central  Power Plants,Geothermal power,Correction Factor,Fraction,,0.4006
input_GeoPower_eff,Supply,Central Power Production,,Central  Power Plants,Geothermal power,Efficiency Electric,Fraction,,0.4005
filnavn_GeoPower,Supply,Central Power Production,,Central  Power Plants,Geothermal power [Distribution],Change Distribution,Distribution file,,d412.txt
input_nuclear_cap,Supply,Central Power Production,,Central  Power Plants,Nuclear,Capacity,MW-e,,4002
input_Nuclear_factor,Supply,Central Power Production,,Central  Power Plants,Nuclear,Correction Factor,Fraction,,0.4003
input_nuclear_eff,Supply,Central Power Production,,Central  Power Plants,Nuclear,Efficiency Electric,Fraction,,0.4002
input_Nuclear_partload,Supply,Central Power Production,,Central  Power Plants,Nuclear,Nuclear partload,Fraction,Share of capacity – has to be activated in Regulation Strategy Tabsheet,0.4004
filnavn_nuclear,Supply,Central Power Production,,Central  Power Plants,Nuclear [Distribution],Change Distribution,Distribution file,,d411.txt
Filnavn_WishImportExport,Supply,Central Power Production,,Transmission line capacity,External wish for import export defined by hourly distribution,Change Distribution,Distribution file,,d414.txt
input_max_imp_exp,Supply,Central Power Production,,Transmission line capacity*,Maximum imp./exp. cap,Capacity,MW,Total interconnector capacity to external electricity markets. Define market conditions in cost page.,4006
input_fuel_Boiler2[4],Supply,Fuel Distribution,,Distribution of fuel,Boiler2,Biomass,Fraction,[cc] Confirm unit of fuel share…,0.9034
input_fuel_Boiler2[1],Supply,Fuel Distribution,,Distribution of fuel,Boiler2,Coal,Fraction,[cc] Confirm unit of fuel share…,0.9031
input_fuel_Boiler2[7],Supply,Fuel Distribution,,Distribution of fuel,Boiler2,Electrofuels,Fraction,[cc] Confirm unit of fuel share…,0.9035
input_fuel_Boiler2[6],Supply,Fuel Distribution,,Distribution of fuel,Boiler2,Hydrogen,Fraction,[cc] Confirm unit of fuel share…,0.9036
input_fuel_Boiler2[3],Supply,Fuel Distribution,,Distribution of fuel,Boiler2,Ngas,Fraction,[cc] Confirm unit of fuel share…,0.9033
input_fuel_Boiler2[2],Supply,Fuel Distribution,,Distribution of fuel,Boiler2,Oil,Fraction,[cc] Confirm unit of fuel share…,0.9032
input_fuel_Boiler3[4],Supply,Fuel Distribution,,Distribution of fuel,Boiler3,Biomass,Fraction,[cc] Confirm unit of fuel share…,0.9044
input_fuel_Boiler3[1],Supply,Fuel Distribution,,Distribution of fuel,Boiler3,Coal,Fraction,[cc] Confirm unit of fuel share…,0.9041
input_fuel_Boiler3[7],Supply,Fuel Distribution,,Distribution of fuel,Boiler3,Electrofuels,Fraction,[cc] Confirm unit of fuel share…,0.9045
input_fuel_Boiler3[6],Supply,Fuel Distribution,,Distribution of fuel,Boiler3,Hydrogen,Fraction,[cc] Confirm unit of fuel share…,0.9046
input_fuel_Boiler3[3],Supply,Fuel Distribution,,Distribution of fuel,Boiler3,Ngas,Fraction,[cc] Confirm unit of fuel share…,0.9043
input_fuel_Boiler3[2],Supply,Fuel Distribution,,Distribution of fuel,Boiler3,Oil,Fraction,[cc] Confirm unit of fuel share…,0.9042
input_fuel_chp2[1],Supply,Fuel Distribution,,Distribution of fuel,CHP2,Coal,Fraction,[cc] Confirm unit of fuel share…,0.9011
input_fuel_chp3[1],Supply,Fuel Distribution,,Distribution of fuel,CHP3,Coal,Fraction,[cc] Confirm unit of fuel share…,0.9021
input_fuel_chp2[2],Supply,Fuel Distribution,,Distribution of fuel,CHP2,Oil,Fraction,[cc] Confirm unit of fuel share…,0.9012
input_fuel_chp2[3],Supply,Fuel Distribution,,Distribution of fuel,CHP2,Ngas,Fraction,[cc] Confirm unit of fuel share…,0.9013
