NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HE_LIM_SUN_FETAL_LUNG_C1_EARLY_STALK_CELL	HE_LIM_SUN_FETAL_LUNG_C1_EARLY_STALK_CELL	Details ...	198	0.7433026	5.442722	0.0	0.0	0.0	309	tags=69%, list=12%, signal=72%	
TRAVAGLINI_LUNG_PROLIFERATING_BASAL_CELL	TRAVAGLINI_LUNG_PROLIFERATING_BASAL_CELL	Details ...	147	0.76226705	5.2546678	0.0	0.0	0.0	309	tags=75%, list=12%, signal=80%	
HE_LIM_SUN_FETAL_LUNG_C7_SCHWANN_PRECURSOR_CELL	HE_LIM_SUN_FETAL_LUNG_C7_SCHWANN_PRECURSOR_CELL	Details ...	102	0.81971663	5.244256	0.0	0.0	0.0	329	tags=84%, list=12%, signal=93%	
MANNO_MIDBRAIN_NEUROTYPES_HPROGBP	MANNO_MIDBRAIN_NEUROTYPES_HPROGBP	Details ...	123	0.7822753	5.231119	0.0	0.0	0.0	309	tags=74%, list=12%, signal=80%	
ZHONG_PFC_C1_MICROGLIA	ZHONG_PFC_C1_MICROGLIA	Details ...	71	0.8971584	5.228728	0.0	0.0	0.0	233	tags=93%, list=9%, signal=99%	
MANNO_MIDBRAIN_NEUROTYPES_HPROGFPM	MANNO_MIDBRAIN_NEUROTYPES_HPROGFPM	Details ...	129	0.7491295	5.0408287	0.0	0.0	0.0	316	tags=71%, list=12%, signal=77%	
ZHONG_PFC_MAJOR_TYPES_NPCS	ZHONG_PFC_MAJOR_TYPES_NPCS	Details ...	65	0.8754265	5.0388727	0.0	0.0	0.0	328	tags=95%, list=12%, signal=106%	
HE_LIM_SUN_FETAL_LUNG_C0_MESENCHYMAL_2_CELL	HE_LIM_SUN_FETAL_LUNG_C0_MESENCHYMAL_2_CELL	Details ...	125	0.73699236	5.0093904	0.0	0.0	0.0	225	tags=66%, list=9%, signal=69%	
MANNO_MIDBRAIN_NEUROTYPES_HPROGFPL	MANNO_MIDBRAIN_NEUROTYPES_HPROGFPL	Details ...	121	0.7400655	4.991404	0.0	0.0	0.0	316	tags=70%, list=12%, signal=76%	
GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS	GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS	Details ...	78	0.83042705	4.89913	0.0	0.0	0.0	309	tags=86%, list=12%, signal=94%	
TRAVAGLINI_LUNG_PROLIFERATING_MACROPHAGE_CELL	TRAVAGLINI_LUNG_PROLIFERATING_MACROPHAGE_CELL		161	0.6881914	4.8781557	0.0	0.0	0.0	354	tags=65%, list=13%, signal=71%	
HE_LIM_SUN_FETAL_LUNG_C6_DEUTEROSOMAL_CELL	HE_LIM_SUN_FETAL_LUNG_C6_DEUTEROSOMAL_CELL		88	0.7737998	4.753117	0.0	0.0	0.0	309	tags=76%, list=12%, signal=83%	
TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL	TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL		66	0.82457966	4.6573243	0.0	0.0	0.0	225	tags=83%, list=9%, signal=89%	
HAY_BONE_MARROW_ERYTHROBLAST	HAY_BONE_MARROW_ERYTHROBLAST		152	0.66843766	4.596985	0.0	0.0	0.0	366	tags=66%, list=14%, signal=73%	
HAY_BONE_MARROW_PRO_B	HAY_BONE_MARROW_PRO_B		70	0.7943955	4.576952	0.0	0.0	0.0	375	tags=84%, list=14%, signal=96%	
HE_LIM_SUN_FETAL_LUNG_C7_PROLIFERATING_SCHWANN_CELL	HE_LIM_SUN_FETAL_LUNG_C7_PROLIFERATING_SCHWANN_CELL		236	0.6049354	4.5586286	0.0	0.0	0.0	389	tags=60%, list=15%, signal=64%	
ZHONG_PFC_C2_UNKNOWN_NPC	ZHONG_PFC_C2_UNKNOWN_NPC		45	0.87422156	4.5289693	0.0	0.0	0.0	293	tags=93%, list=11%, signal=103%	
HE_LIM_SUN_FETAL_LUNG_C3_EARLY_CAP_CELL	HE_LIM_SUN_FETAL_LUNG_C3_EARLY_CAP_CELL		122	0.68066686	4.4908943	0.0	0.0	0.0	422	tags=70%, list=16%, signal=79%	
HE_LIM_SUN_FETAL_LUNG_C2_PRE_PDC_DC5_CELL	HE_LIM_SUN_FETAL_LUNG_C2_PRE_PDC_DC5_CELL		71	0.75474334	4.4611797	0.0	0.0	0.0	380	tags=82%, list=14%, signal=93%	
HE_LIM_SUN_FETAL_LUNG_C1_EARLY_TIP_CELL	HE_LIM_SUN_FETAL_LUNG_C1_EARLY_TIP_CELL		71	0.7441404	4.306163	0.0	0.0	0.0	211	tags=68%, list=8%, signal=71%	
ZHONG_PFC_C8_ORG_PROLIFERATING	ZHONG_PFC_C8_ORG_PROLIFERATING		31	0.8970671	4.1015306	0.0	0.0	0.0	150	tags=90%, list=6%, signal=95%	
HE_LIM_SUN_FETAL_LUNG_C0_EARLY_FIBROBLAST	HE_LIM_SUN_FETAL_LUNG_C0_EARLY_FIBROBLAST		38	0.81340307	3.9776473	0.0	0.0	0.0	382	tags=87%, list=14%, signal=100%	
ZHONG_PFC_C3_UNKNOWN_INP	ZHONG_PFC_C3_UNKNOWN_INP		26	0.89743596	3.9164875	0.0	0.0	0.0	193	tags=88%, list=7%, signal=94%	
GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR		33	0.7528375	3.5488167	0.0	0.0	0.0	293	tags=76%, list=11%, signal=84%	
MANNO_MIDBRAIN_NEUROTYPES_HNPROG	MANNO_MIDBRAIN_NEUROTYPES_HNPROG		78	0.59294957	3.5356455	0.0	0.0	0.0	193	tags=50%, list=7%, signal=52%	
MANNO_MIDBRAIN_NEUROTYPES_HPROGM	MANNO_MIDBRAIN_NEUROTYPES_HPROGM		96	0.5494619	3.4614863	0.0	0.0	0.0	316	tags=52%, list=12%, signal=57%	
HE_LIM_SUN_FETAL_LUNG_C2_PROMYELOCYTE_LIKE_CELL	HE_LIM_SUN_FETAL_LUNG_C2_PROMYELOCYTE_LIKE_CELL		22	0.82710457	3.43441	0.0	0.0	0.0	372	tags=86%, list=14%, signal=100%	
HU_FETAL_RETINA_RPC	HU_FETAL_RETINA_RPC		34	0.7036282	3.4043465	0.0	0.0	0.0	372	tags=74%, list=14%, signal=84%	
DESCARTES_MAIN_FETAL_ERYTHROBLASTS	DESCARTES_MAIN_FETAL_ERYTHROBLASTS		39	0.6106569	3.0034285	0.0	0.0	0.0	214	tags=54%, list=8%, signal=58%	
MURARO_PANCREAS_MESENCHYMAL_STROMAL_CELL	MURARO_PANCREAS_MESENCHYMAL_STROMAL_CELL		77	0.4962276	2.9408214	0.0	0.0	0.0	938	tags=78%, list=35%, signal=117%	
TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL	TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL		71	0.48262066	2.8747435	0.0	0.0	0.0	977	tags=73%, list=37%, signal=113%	
FAN_OVARY_CL13_MONOCYTE_MACROPHAGE	FAN_OVARY_CL13_MONOCYTE_MACROPHAGE		34	0.5520503	2.7272394	0.0	0.0	0.0	668	tags=71%, list=25%, signal=93%	
GAO_LARGE_INTESTINE_24W_C11_PANETH_LIKE_CELL	GAO_LARGE_INTESTINE_24W_C11_PANETH_LIKE_CELL		46	0.49338886	2.5816705	0.0	0.0	0.0	825	tags=72%, list=31%, signal=102%	
FAN_OVARY_CL9_PUTATIVE_APOPTOTIC_ENDOTHELIAL_CELL	FAN_OVARY_CL9_PUTATIVE_APOPTOTIC_ENDOTHELIAL_CELL		24	0.5800461	2.434705	0.0	1.304729E-4	0.006	821	tags=88%, list=31%, signal=126%	
TRAVAGLINI_LUNG_BASAL_CELL	TRAVAGLINI_LUNG_BASAL_CELL		24	0.5616625	2.4158273	0.0	1.6971176E-4	0.008	673	tags=67%, list=25%, signal=89%	
FAN_OVARY_CL18_B_LYMPHOCYTE	FAN_OVARY_CL18_B_LYMPHOCYTE		15	0.6633381	2.414956	0.0	1.6602236E-4	0.008	763	tags=93%, list=29%, signal=130%	
CUI_DEVELOPING_HEART_C8_MACROPHAGE	CUI_DEVELOPING_HEART_C8_MACROPHAGE		28	0.54044396	2.3863611	0.0	2.2180461E-4	0.011	825	tags=75%, list=31%, signal=108%	
HE_LIM_SUN_FETAL_LUNG_C1_SMG_BASAL_CELL	HE_LIM_SUN_FETAL_LUNG_C1_SMG_BASAL_CELL		81	0.3859779	2.376775	0.0	3.1401182E-4	0.015	576	tags=46%, list=22%, signal=57%	
HU_FETAL_RETINA_BLOOD	HU_FETAL_RETINA_BLOOD		57	0.41645077	2.3107924	0.0	4.6014713E-4	0.023	299	tags=37%, list=11%, signal=41%	
DESCARTES_FETAL_HEART_ERYTHROBLASTS	DESCARTES_FETAL_HEART_ERYTHROBLASTS		16	0.6311101	2.309742	0.0	4.5094418E-4	0.023	346	tags=69%, list=13%, signal=79%	
TRAVAGLINI_LUNG_MESOTHELIAL_CELL	TRAVAGLINI_LUNG_MESOTHELIAL_CELL		66	0.40337843	2.3011348	0.0	4.5987993E-4	0.024	720	tags=56%, list=27%, signal=75%	
FAN_OVARY_CL5_HEALTHY_SELECTABLE_FOLLICLE_THECAL_CELL	FAN_OVARY_CL5_HEALTHY_SELECTABLE_FOLLICLE_THECAL_CELL		43	0.445137	2.2788146	0.0	5.233926E-4	0.028	893	tags=70%, list=34%, signal=104%	
DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	DESCARTES_FETAL_INTESTINE_MYELOID_CELLS		29	0.50104064	2.275124	0.0	5.837442E-4	0.032	1111	tags=86%, list=42%, signal=147%	
BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS	BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS		18	0.5759297	2.238014	0.0	6.5904576E-4	0.037	372	tags=61%, list=14%, signal=71%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS		24	0.5165441	2.234943	0.0	6.626476E-4	0.038	922	tags=67%, list=35%, signal=101%	
HE_LIM_SUN_FETAL_LUNG_C5_CD5_POS_CCL22_POS_MATURE_B_CELL	HE_LIM_SUN_FETAL_LUNG_C5_CD5_POS_CCL22_POS_MATURE_B_CELL		36	0.45925173	2.2149208	0.0	8.029737E-4	0.046	767	tags=72%, list=29%, signal=100%	
AIZARANI_LIVER_C23_KUPFFER_CELLS_3	AIZARANI_LIVER_C23_KUPFFER_CELLS_3		28	0.48171204	2.1687796	0.0	0.0013279592	0.078	709	tags=57%, list=27%, signal=77%	
FAN_EMBRYONIC_CTX_BRAIN_MYELOID	FAN_EMBRYONIC_CTX_BRAIN_MYELOID		21	0.52640283	2.1201549	0.0021141649	0.0022044517	0.128	821	tags=67%, list=31%, signal=96%	
DESCARTES_FETAL_KIDNEY_LYMPHOID_CELLS	DESCARTES_FETAL_KIDNEY_LYMPHOID_CELLS		21	0.52171016	2.1160772	0.0	0.0022296382	0.131	820	tags=76%, list=31%, signal=110%	
TRAVAGLINI_LUNG_TREM2_DENDRITIC_CELL	TRAVAGLINI_LUNG_TREM2_DENDRITIC_CELL		58	0.38049182	2.1041975	0.0	0.002378325	0.143	757	tags=57%, list=29%, signal=78%	
HE_LIM_SUN_FETAL_LUNG_C2_CXCL9_POS_MACROPHAGE_CELL	HE_LIM_SUN_FETAL_LUNG_C2_CXCL9_POS_MACROPHAGE_CELL		27	0.47937587	2.1038718	0.0	0.002339336	0.143	817	tags=67%, list=31%, signal=95%	
DESCARTES_FETAL_STOMACH_ERYTHROBLASTS	DESCARTES_FETAL_STOMACH_ERYTHROBLASTS		15	0.57589406	2.097325	0.006048387	0.0024310674	0.151	181	tags=53%, list=7%, signal=57%	
TRAVAGLINI_LUNG_MACROPHAGE_CELL	TRAVAGLINI_LUNG_MACROPHAGE_CELL		35	0.4287266	2.0965915	0.0	0.0024078256	0.152	648	tags=57%, list=24%, signal=75%	
AIZARANI_LIVER_C18_NK_NKT_CELLS_5	AIZARANI_LIVER_C18_NK_NKT_CELLS_5		21	0.511141	2.093745	0.0	0.0024427874	0.156	584	tags=57%, list=22%, signal=73%	
AIZARANI_LIVER_C25_KUPFFER_CELLS_4	AIZARANI_LIVER_C25_KUPFFER_CELLS_4		20	0.5092355	2.0828834	0.0	0.0027204035	0.174	825	tags=75%, list=31%, signal=108%	
MANNO_MIDBRAIN_NEUROTYPES_HRGL2B	MANNO_MIDBRAIN_NEUROTYPES_HRGL2B		110	0.3206288	2.0737631	0.0	0.002822795	0.183	193	tags=25%, list=7%, signal=26%	
DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	DESCARTES_FETAL_ADRENAL_MYELOID_CELLS		29	0.44902474	2.0652974	0.0020661156	0.003028778	0.197	702	tags=62%, list=27%, signal=84%	
AIZARANI_LIVER_C6_KUPFFER_CELLS_2	AIZARANI_LIVER_C6_KUPFFER_CELLS_2		29	0.45561683	2.0397527	0.0	0.0035719697	0.229	671	tags=62%, list=25%, signal=82%	
DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS	DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS		27	0.46124542	2.025296	0.0	0.0040620347	0.258	1086	tags=85%, list=41%, signal=143%	
TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL	TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL		58	0.36893132	2.0227568	0.0	0.004096268	0.264	661	tags=53%, list=25%, signal=70%	
DESCARTES_MAIN_FETAL_CCL19_CCL21_POSITIVE_CELLS	DESCARTES_MAIN_FETAL_CCL19_CCL21_POSITIVE_CELLS		26	0.4615477	2.0191422	0.0038986355	0.0041447557	0.27	786	tags=65%, list=30%, signal=92%	
AIZARANI_LIVER_C2_KUPFFER_CELLS_1	AIZARANI_LIVER_C2_KUPFFER_CELLS_1		20	0.50253314	2.0190108	0.003960396	0.0041000103	0.271	825	tags=75%, list=31%, signal=108%	
TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL	TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL		19	0.50135005	2.018757	0.0040241447	0.004043846	0.271	595	tags=68%, list=22%, signal=88%	
FAN_OVARY_CL17_PUTATIVE_APOPTOTIC_SMOOTH_MUSCLE_CELL	FAN_OVARY_CL17_PUTATIVE_APOPTOTIC_SMOOTH_MUSCLE_CELL		19	0.51012933	1.9698858	0.003968254	0.006056176	0.379	591	tags=63%, list=22%, signal=81%	
GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS	GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS		39	0.37867257	1.9283348	0.008	0.008296128	0.479	761	tags=59%, list=29%, signal=82%	
DESCARTES_FETAL_HEART_MYELOID_CELLS	DESCARTES_FETAL_HEART_MYELOID_CELLS		19	0.48386467	1.9057345	0.005859375	0.009523964	0.533	928	tags=79%, list=35%, signal=121%	
MANNO_MIDBRAIN_NEUROTYPES_HMGL	MANNO_MIDBRAIN_NEUROTYPES_HMGL		59	0.34315285	1.9048296	0.0	0.0094469935	0.536	922	tags=66%, list=35%, signal=99%	
DESCARTES_FETAL_PANCREAS_MYELOID_CELLS	DESCARTES_FETAL_PANCREAS_MYELOID_CELLS		36	0.37982443	1.8822136	0.0019569471	0.0111046005	0.606	825	tags=61%, list=31%, signal=88%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA	FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA		31	0.4012292	1.8646458	0.0021097045	0.012323152	0.65	767	tags=65%, list=29%, signal=90%	
FAN_OVARY_CL15_SMALL_ANTRAL_FOLLICLE_GRANULOSA_CELL	FAN_OVARY_CL15_SMALL_ANTRAL_FOLLICLE_GRANULOSA_CELL		51	0.34834868	1.8448353	0.004219409	0.014041071	0.703	478	tags=43%, list=18%, signal=52%	
HAY_BONE_MARROW_NEUTROPHIL	HAY_BONE_MARROW_NEUTROPHIL		42	0.36271182	1.8445928	0.0	0.013903223	0.705	709	tags=50%, list=27%, signal=67%	
DESCARTES_FETAL_PLACENTA_MYELOID_CELLS	DESCARTES_FETAL_PLACENTA_MYELOID_CELLS		27	0.41473746	1.8335787	0.0060362173	0.015055952	0.737	1186	tags=81%, list=45%, signal=146%	
HU_FETAL_RETINA_MICROGLIA	HU_FETAL_RETINA_MICROGLIA		30	0.40474424	1.8262465	0.010373444	0.01556958	0.75	825	tags=67%, list=31%, signal=96%	
TRAVAGLINI_LUNG_CLASSICAL_MONOCYTE_CELL	TRAVAGLINI_LUNG_CLASSICAL_MONOCYTE_CELL		28	0.40979874	1.8164254	0.0061099795	0.01640034	0.775	595	tags=50%, list=22%, signal=64%	
HE_LIM_SUN_FETAL_LUNG_C2_HSC_CELL	HE_LIM_SUN_FETAL_LUNG_C2_HSC_CELL		87	0.29518944	1.8131261	0.0	0.016591132	0.782	316	tags=32%, list=12%, signal=35%	
BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS	BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS		21	0.4424807	1.8048831	0.0123203285	0.017385656	0.81	852	tags=76%, list=32%, signal=111%	
ZHONG_PFC_MAJOR_TYPES_MICROGLIA	ZHONG_PFC_MAJOR_TYPES_MICROGLIA		35	0.38099885	1.8014346	0.0042918455	0.017718343	0.825	767	tags=63%, list=29%, signal=87%	
TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL	TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL		19	0.44735783	1.7982097	0.0019047619	0.017831232	0.832	752	tags=68%, list=28%, signal=95%	
DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	DESCARTES_FETAL_KIDNEY_MYELOID_CELLS		35	0.36694196	1.7879182	0.010638298	0.019033918	0.85	965	tags=66%, list=36%, signal=102%	
FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL	FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL		20	0.44618747	1.7821164	0.014056225	0.019630786	0.859	820	tags=75%, list=31%, signal=108%	
GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR	GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR		29	0.39144525	1.7661954	0.01713062	0.021725789	0.885	938	tags=72%, list=35%, signal=111%	
RUBENSTEIN_SKELETAL_MUSCLE_MYELOID_CELLS	RUBENSTEIN_SKELETAL_MUSCLE_MYELOID_CELLS		21	0.44271964	1.7578908	0.017660044	0.022804908	0.902	922	tags=67%, list=35%, signal=101%	
DESCARTES_FETAL_PLACENTA_LYMPHOID_CELLS	DESCARTES_FETAL_PLACENTA_LYMPHOID_CELLS		20	0.4327307	1.754588	0.016632017	0.023156948	0.909	820	tags=65%, list=31%, signal=93%	
DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS	DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS		16	0.4691276	1.7372721	0.021008404	0.025730995	0.929	820	tags=75%, list=31%, signal=108%	
DESCARTES_MAIN_FETAL_SLC26A4_PAEP_POSITIVE_CELLS	DESCARTES_MAIN_FETAL_SLC26A4_PAEP_POSITIVE_CELLS		24	0.404964	1.7059125	0.030991735	0.031392306	0.961	586	tags=54%, list=22%, signal=69%	
MURARO_PANCREAS_ENDOTHELIAL_CELL	MURARO_PANCREAS_ENDOTHELIAL_CELL		32	0.36270833	1.6869382	0.018181818	0.03502219	0.976	902	tags=69%, list=34%, signal=103%	
HU_FETAL_RETINA_FIBROBLAST	HU_FETAL_RETINA_FIBROBLAST		58	0.30169418	1.6750971	0.008421052	0.037356127	0.983	710	tags=45%, list=27%, signal=60%	
FAN_OVARY_CL4_T_LYMPHOCYTE_NK_CELL_1	FAN_OVARY_CL4_T_LYMPHOCYTE_NK_CELL_1		15	0.45199665	1.6634172	0.028225806	0.039753787	0.987	820	tags=80%, list=31%, signal=115%	
TRAVAGLINI_LUNG_NATURAL_KILLER_CELL	TRAVAGLINI_LUNG_NATURAL_KILLER_CELL		19	0.41432816	1.6551635	0.026530612	0.041207768	0.99	820	tags=74%, list=31%, signal=106%	
GAUTAM_EYE_CORNEA_TGFBI_HIGH_EPITHELIAL_CELLS	GAUTAM_EYE_CORNEA_TGFBI_HIGH_EPITHELIAL_CELLS		15	0.4407095	1.6528295	0.030241935	0.04140461	0.99	372	tags=40%, list=14%, signal=46%	
DESCARTES_FETAL_MUSCLE_ERYTHROBLASTS	DESCARTES_FETAL_MUSCLE_ERYTHROBLASTS		23	0.38003945	1.6222248	0.024793388	0.049633745	0.994	150	tags=30%, list=6%, signal=32%	
MANNO_MIDBRAIN_NEUROTYPES_HOPC	MANNO_MIDBRAIN_NEUROTYPES_HOPC		67	0.27888227	1.5980325	0.011857707	0.056843076	0.995	370	tags=30%, list=14%, signal=34%	
HE_LIM_SUN_FETAL_LUNG_C1_PROXIMAL_BASAL_CELL	HE_LIM_SUN_FETAL_LUNG_C1_PROXIMAL_BASAL_CELL		48	0.30138746	1.586197	0.032193158	0.060445894	0.997	1010	tags=60%, list=38%, signal=96%	
HE_LIM_SUN_FETAL_LUNG_C1_SQUAMOUS_CELL	HE_LIM_SUN_FETAL_LUNG_C1_SQUAMOUS_CELL		35	0.32392445	1.5725281	0.0385439	0.06540684	0.999	487	tags=34%, list=18%, signal=41%	
TRAVAGLINI_LUNG_MUCOUS_CELL	TRAVAGLINI_LUNG_MUCOUS_CELL		32	0.3308126	1.5661585	0.031936128	0.06730892	0.999	1216	tags=75%, list=46%, signal=137%	
RUBENSTEIN_SKELETAL_MUSCLE_NK_CELLS	RUBENSTEIN_SKELETAL_MUSCLE_NK_CELLS		15	0.43007284	1.5625108	0.031746034	0.06817685	0.999	820	tags=73%, list=31%, signal=106%	
AIZARANI_LIVER_C1_NK_NKT_CELLS_1	AIZARANI_LIVER_C1_NK_NKT_CELLS_1		16	0.42184198	1.553089	0.04032258	0.0716016	1.0	820	tags=75%, list=31%, signal=108%	
DESCARTES_FETAL_PANCREAS_CCL19_CCL21_POSITIVE_CELLS	DESCARTES_FETAL_PANCREAS_CCL19_CCL21_POSITIVE_CELLS		18	0.40518823	1.5509584	0.060851928	0.07180032	1.0	930	tags=67%, list=35%, signal=102%	
DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS		17	0.39837685	1.5393931	0.05882353	0.07591522	1.0	820	tags=65%, list=31%, signal=93%	
HE_LIM_SUN_FETAL_LUNG_C1_PROXIMAL_SECRETORY_3_CELL	HE_LIM_SUN_FETAL_LUNG_C1_PROXIMAL_SECRETORY_3_CELL		22	0.366197	1.5374163	0.050955415	0.076123446	1.0	581	tags=45%, list=22%, signal=58%	
MANNO_MIDBRAIN_NEUROTYPES_HRGL2C	MANNO_MIDBRAIN_NEUROTYPES_HRGL2C		78	0.24950595	1.5055519	0.024896266	0.090449	1.0	209	tags=22%, list=8%, signal=23%	
GAUTAM_EYE_CORNEA_FIBROBLASTS	GAUTAM_EYE_CORNEA_FIBROBLASTS		15	0.40806553	1.5052803	0.05513308	0.08977483	1.0	567	tags=47%, list=21%, signal=59%	
MENON_FETAL_KIDNEY_3_STROMAL_CELLS	MENON_FETAL_KIDNEY_3_STROMAL_CELLS		18	0.38377097	1.5026819	0.057142857	0.09034687	1.0	938	tags=67%, list=35%, signal=103%	
HAY_BONE_MARROW_MONOCYTE	HAY_BONE_MARROW_MONOCYTE		24	0.345497	1.4941994	0.06762295	0.093792535	1.0	622	tags=50%, list=23%, signal=65%	
DESCARTES_MAIN_FETAL_EXTRAVILLOUS_TROPHOBLASTS	DESCARTES_MAIN_FETAL_EXTRAVILLOUS_TROPHOBLASTS		16	0.4058024	1.4782833	0.074074075	0.1010367	1.0	970	tags=75%, list=37%, signal=118%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL		47	0.27713227	1.4730238	0.060728744	0.10315001	1.0	523	tags=38%, list=20%, signal=47%	
DESCARTES_FETAL_EYE_MICROGLIA	DESCARTES_FETAL_EYE_MICROGLIA		16	0.40076378	1.4708517	0.07272727	0.103402585	1.0	1066	tags=75%, list=40%, signal=125%	
BUSSLINGER_GASTRIC_ISTHMUS_CELLS	BUSSLINGER_GASTRIC_ISTHMUS_CELLS		45	0.2851776	1.4608127	0.048728812	0.10805835	1.0	157	tags=22%, list=6%, signal=23%	
FAN_OVARY_CL11_MURAL_GRANULOSA_CELL	FAN_OVARY_CL11_MURAL_GRANULOSA_CELL		39	0.29572487	1.4571522	0.051124744	0.109323084	1.0	478	tags=41%, list=18%, signal=49%	
FAN_OVARY_CL8_MATURE_CUMULUS_GRANULOSA_CELL_2	FAN_OVARY_CL8_MATURE_CUMULUS_GRANULOSA_CELL_2		51	0.26404303	1.450222	0.04680851	0.11264752	1.0	370	tags=31%, list=14%, signal=36%	
