name,stack_size
small-electric-pole,50
small-iron-electric-pole,50
medium-electric-pole,50
big-electric-pole,50
substation,50
se-addon-power-pole,50
se-pylon,50
se-pylon-substation,50
se-pylon-construction,50
se-pylon-construction-radar,50
rail,100
se-space-rail,100
train-stop,10
rail-signal,50
rail-chain-signal,50
locomotive,5
cargo-wagon,5
fluid-wagon,5
artillery-wagon,5
car,1
tank,1
ironclad,1
spidertron,1
spidertron-remote,1
logistic-robot,50
construction-robot,50
roboport,10
se-supercharger,25
small-lamp,50
red-wire,200
green-wire,200
arithmetic-combinator,50
decider-combinator,50
constant-combinator,50
power-switch,50
programmable-speaker,50
aai-signal-sender,20
aai-signal-receiver,10
se-delivery-cannon-package-stone-brick,1
se-delivery-cannon-package-concrete,1
stone-brick,100
concrete,100
hazard-concrete,100
refined-concrete,100
refined-hazard-concrete,100
landfill,100
se-space-platform-scaffold,100
se-space-platform-plating,100
rocket-silo,1
satellite,1
se-space-probe-rocket-silo,1
se-space-capsule-targeter,1
se-rocket-launch-pad,1
se-rocket-landing-pad,1
se-space-capsule,1
se-space-capsule-scorched,1
se-delivery-cannon,20
se-delivery-cannon-chest,50
se-space-probe-rocket-deployed,1
se-space-elevator,1
se-spaceship-console,10
se-spaceship-console-alt,10
se-spaceship-floor,50
se-spaceship-wall,50
se-spaceship-gate,50
se-spaceship-rocket-engine,10
se-spaceship-rocket-booster-tank,10
se-spaceship-ion-engine,10
se-spaceship-ion-booster-tank,10
se-spaceship-antimatter-engine,10
se-spaceship-antimatter-booster-tank,10
se-spaceship-clamp,50
textplate-small-concrete,100
textplate-small-concrete-0,100
textplate-small-concrete-1,100
textplate-small-concrete-2,100
textplate-small-concrete-3,100
textplate-small-concrete-4,100
textplate-small-concrete-5,100
textplate-small-concrete-6,100
textplate-small-concrete-7,100
textplate-small-concrete-8,100
textplate-small-concrete-9,100
textplate-small-concrete-a,100
textplate-small-concrete-ampersand,100
textplate-small-concrete-arrow_e,100
textplate-small-concrete-arrow_n,100
textplate-small-concrete-arrow_ne,100
textplate-small-concrete-arrow_nw,100
textplate-small-concrete-arrow_s,100
textplate-small-concrete-arrow_se,100
textplate-small-concrete-arrow_sw,100
textplate-small-concrete-arrow_w,100
textplate-small-concrete-at,100
textplate-small-concrete-b,100
textplate-small-concrete-blank,100
textplate-small-concrete-bracket_left,100
textplate-small-concrete-bracket_right,100
textplate-small-concrete-c,100
textplate-small-concrete-circle,100
textplate-small-concrete-cog,100
textplate-small-concrete-colon,100
textplate-small-concrete-comma,100
textplate-small-concrete-curlybracket_left,100
textplate-small-concrete-curlybracket_right,100
textplate-small-concrete-d,100
textplate-small-concrete-divide,100
textplate-small-concrete-e,100
textplate-small-concrete-epsilon,100
textplate-small-concrete-equals,100
textplate-small-concrete-exclamation,100
textplate-small-concrete-f,100
textplate-small-concrete-g,100
textplate-small-concrete-gamma,100
textplate-small-concrete-greater,100
textplate-small-concrete-h,100
textplate-small-concrete-hash,100
textplate-small-concrete-hat,100
textplate-small-concrete-i,100
textplate-small-concrete-j,100
textplate-small-concrete-k,100
textplate-small-concrete-l,100
textplate-small-concrete-lambda,100
textplate-small-concrete-less,100
textplate-small-concrete-m,100
textplate-small-concrete-minus,100
textplate-small-concrete-multiply,100
textplate-small-concrete-n,100
textplate-small-concrete-o,100
textplate-small-concrete-omega,100
textplate-small-concrete-p,100
textplate-small-concrete-percent,100
textplate-small-concrete-phi,100
textplate-small-concrete-pipe,100
textplate-small-concrete-plus,100
textplate-small-concrete-q,100
textplate-small-concrete-question,100
textplate-small-concrete-quotes_double_left,100
textplate-small-concrete-quotes_double_right,100
textplate-small-concrete-quotes_single_left,100
textplate-small-concrete-quotes_single_right,100
textplate-small-concrete-r,100
textplate-small-concrete-ring,100
textplate-small-concrete-s,100
textplate-small-concrete-semicolon,100
textplate-small-concrete-square,100
textplate-small-concrete-squarebracket_left,100
textplate-small-concrete-squarebracket_right,100
textplate-small-concrete-stop,100
textplate-small-concrete-t,100
textplate-small-concrete-theta,100
textplate-small-concrete-u,100
textplate-small-concrete-v,100
textplate-small-concrete-w,100
textplate-small-concrete-x,100
textplate-small-concrete-xi,100
textplate-small-concrete-y,100
textplate-small-concrete-z,100
textplate-small-concrete-zeta,100
textplate-large-concrete,100
textplate-large-concrete-0,100
textplate-large-concrete-1,100
textplate-large-concrete-2,100
textplate-large-concrete-3,100
textplate-large-concrete-4,100
textplate-large-concrete-5,100
textplate-large-concrete-6,100
textplate-large-concrete-7,100
textplate-large-concrete-8,100
textplate-large-concrete-9,100
textplate-large-concrete-a,100
textplate-large-concrete-ampersand,100
textplate-large-concrete-arrow_e,100
textplate-large-concrete-arrow_n,100
textplate-large-concrete-arrow_ne,100
textplate-large-concrete-arrow_nw,100
textplate-large-concrete-arrow_s,100
textplate-large-concrete-arrow_se,100
textplate-large-concrete-arrow_sw,100
textplate-large-concrete-arrow_w,100
textplate-large-concrete-at,100
textplate-large-concrete-b,100
textplate-large-concrete-blank,100
textplate-large-concrete-bracket_left,100
textplate-large-concrete-bracket_right,100
textplate-large-concrete-c,100
textplate-large-concrete-circle,100
textplate-large-concrete-cog,100
textplate-large-concrete-colon,100
textplate-large-concrete-comma,100
textplate-large-concrete-curlybracket_left,100
textplate-large-concrete-curlybracket_right,100
textplate-large-concrete-d,100
textplate-large-concrete-divide,100
textplate-large-concrete-e,100
textplate-large-concrete-epsilon,100
textplate-large-concrete-equals,100
textplate-large-concrete-exclamation,100
textplate-large-concrete-f,100
textplate-large-concrete-g,100
textplate-large-concrete-gamma,100
textplate-large-concrete-greater,100
textplate-large-concrete-h,100
textplate-large-concrete-hash,100
textplate-large-concrete-hat,100
textplate-large-concrete-i,100
textplate-large-concrete-j,100
textplate-large-concrete-k,100
textplate-large-concrete-l,100
textplate-large-concrete-lambda,100
textplate-large-concrete-less,100
textplate-large-concrete-m,100
textplate-large-concrete-minus,100
textplate-large-concrete-multiply,100
textplate-large-concrete-n,100
textplate-large-concrete-o,100
textplate-large-concrete-omega,100
textplate-large-concrete-p,100
textplate-large-concrete-percent,100
textplate-large-concrete-phi,100
textplate-large-concrete-pipe,100
textplate-large-concrete-plus,100
textplate-large-concrete-q,100
textplate-large-concrete-question,100
textplate-large-concrete-quotes_double_left,100
textplate-large-concrete-quotes_double_right,100
textplate-large-concrete-quotes_single_left,100
textplate-large-concrete-quotes_single_right,100
textplate-large-concrete-r,100
textplate-large-concrete-ring,100
textplate-large-concrete-s,100
textplate-large-concrete-semicolon,100
textplate-large-concrete-square,100
textplate-large-concrete-squarebracket_left,100
textplate-large-concrete-squarebracket_right,100
textplate-large-concrete-stop,100
textplate-large-concrete-t,100
textplate-large-concrete-theta,100
textplate-large-concrete-u,100
textplate-large-concrete-v,100
textplate-large-concrete-w,100
textplate-large-concrete-x,100
textplate-large-concrete-xi,100
textplate-large-concrete-y,100
textplate-large-concrete-z,100
textplate-large-concrete-zeta,100
textplate-small-copper,100
textplate-small-copper-0,100
textplate-small-copper-1,100
textplate-small-copper-2,100
textplate-small-copper-3,100
textplate-small-copper-4,100
textplate-small-copper-5,100
textplate-small-copper-6,100
textplate-small-copper-7,100
textplate-small-copper-8,100
textplate-small-copper-9,100
textplate-small-copper-a,100
textplate-small-copper-ampersand,100
textplate-small-copper-arrow_e,100
textplate-small-copper-arrow_n,100
textplate-small-copper-arrow_ne,100
textplate-small-copper-arrow_nw,100
textplate-small-copper-arrow_s,100
textplate-small-copper-arrow_se,100
textplate-small-copper-arrow_sw,100
textplate-small-copper-arrow_w,100
textplate-small-copper-at,100
textplate-small-copper-b,100
textplate-small-copper-blank,100
textplate-small-copper-bracket_left,100
textplate-small-copper-bracket_right,100
textplate-small-copper-c,100
textplate-small-copper-circle,100
textplate-small-copper-cog,100
textplate-small-copper-colon,100
textplate-small-copper-comma,100
textplate-small-copper-curlybracket_left,100
textplate-small-copper-curlybracket_right,100
textplate-small-copper-d,100
textplate-small-copper-divide,100
textplate-small-copper-e,100
textplate-small-copper-epsilon,100
textplate-small-copper-equals,100
textplate-small-copper-exclamation,100
textplate-small-copper-f,100
textplate-small-copper-g,100
textplate-small-copper-gamma,100
textplate-small-copper-greater,100
textplate-small-copper-h,100
textplate-small-copper-hash,100
textplate-small-copper-hat,100
textplate-small-copper-i,100
textplate-small-copper-j,100
textplate-small-copper-k,100
textplate-small-copper-l,100
textplate-small-copper-lambda,100
textplate-small-copper-less,100
textplate-small-copper-m,100
textplate-small-copper-minus,100
textplate-small-copper-multiply,100
textplate-small-copper-n,100
textplate-small-copper-o,100
textplate-small-copper-omega,100
textplate-small-copper-p,100
textplate-small-copper-percent,100
textplate-small-copper-phi,100
textplate-small-copper-pipe,100
textplate-small-copper-plus,100
textplate-small-copper-q,100
textplate-small-copper-question,100
textplate-small-copper-quotes_double_left,100
textplate-small-copper-quotes_double_right,100
textplate-small-copper-quotes_single_left,100
textplate-small-copper-quotes_single_right,100
textplate-small-copper-r,100
textplate-small-copper-ring,100
textplate-small-copper-s,100
textplate-small-copper-semicolon,100
textplate-small-copper-square,100
textplate-small-copper-squarebracket_left,100
textplate-small-copper-squarebracket_right,100
textplate-small-copper-stop,100
textplate-small-copper-t,100
textplate-small-copper-theta,100
textplate-small-copper-u,100
textplate-small-copper-v,100
textplate-small-copper-w,100
textplate-small-copper-x,100
textplate-small-copper-xi,100
textplate-small-copper-y,100
textplate-small-copper-z,100
textplate-small-copper-zeta,100
textplate-large-copper,100
textplate-large-copper-0,100
textplate-large-copper-1,100
textplate-large-copper-2,100
textplate-large-copper-3,100
textplate-large-copper-4,100
textplate-large-copper-5,100
textplate-large-copper-6,100
textplate-large-copper-7,100
textplate-large-copper-8,100
textplate-large-copper-9,100
textplate-large-copper-a,100
textplate-large-copper-ampersand,100
textplate-large-copper-arrow_e,100
textplate-large-copper-arrow_n,100
textplate-large-copper-arrow_ne,100
textplate-large-copper-arrow_nw,100
textplate-large-copper-arrow_s,100
textplate-large-copper-arrow_se,100
textplate-large-copper-arrow_sw,100
textplate-large-copper-arrow_w,100
textplate-large-copper-at,100
textplate-large-copper-b,100
textplate-large-copper-blank,100
textplate-large-copper-bracket_left,100
textplate-large-copper-bracket_right,100
textplate-large-copper-c,100
textplate-large-copper-circle,100
textplate-large-copper-cog,100
textplate-large-copper-colon,100
textplate-large-copper-comma,100
textplate-large-copper-curlybracket_left,100
textplate-large-copper-curlybracket_right,100
textplate-large-copper-d,100
textplate-large-copper-divide,100
textplate-large-copper-e,100
textplate-large-copper-epsilon,100
textplate-large-copper-equals,100
textplate-large-copper-exclamation,100
textplate-large-copper-f,100
textplate-large-copper-g,100
textplate-large-copper-gamma,100
textplate-large-copper-greater,100
textplate-large-copper-h,100
textplate-large-copper-hash,100
textplate-large-copper-hat,100
textplate-large-copper-i,100
textplate-large-copper-j,100
textplate-large-copper-k,100
textplate-large-copper-l,100
textplate-large-copper-lambda,100
textplate-large-copper-less,100
textplate-large-copper-m,100
textplate-large-copper-minus,100
textplate-large-copper-multiply,100
textplate-large-copper-n,100
textplate-large-copper-o,100
textplate-large-copper-omega,100
textplate-large-copper-p,100
textplate-large-copper-percent,100
textplate-large-copper-phi,100
textplate-large-copper-pipe,100
textplate-large-copper-plus,100
textplate-large-copper-q,100
textplate-large-copper-question,100
textplate-large-copper-quotes_double_left,100
textplate-large-copper-quotes_double_right,100
textplate-large-copper-quotes_single_left,100
textplate-large-copper-quotes_single_right,100
textplate-large-copper-r,100
textplate-large-copper-ring,100
textplate-large-copper-s,100
textplate-large-copper-semicolon,100
textplate-large-copper-square,100
textplate-large-copper-squarebracket_left,100
textplate-large-copper-squarebracket_right,100
textplate-large-copper-stop,100
textplate-large-copper-t,100
textplate-large-copper-theta,100
textplate-large-copper-u,100
textplate-large-copper-v,100
textplate-large-copper-w,100
textplate-large-copper-x,100
textplate-large-copper-xi,100
textplate-large-copper-y,100
textplate-large-copper-z,100
textplate-large-copper-zeta,100
textplate-small-glass,100
textplate-small-glass-0,100
textplate-small-glass-1,100
textplate-small-glass-2,100
textplate-small-glass-3,100
textplate-small-glass-4,100
textplate-small-glass-5,100
textplate-small-glass-6,100
textplate-small-glass-7,100
textplate-small-glass-8,100
textplate-small-glass-9,100
textplate-small-glass-a,100
textplate-small-glass-ampersand,100
textplate-small-glass-arrow_e,100
textplate-small-glass-arrow_n,100
textplate-small-glass-arrow_ne,100
textplate-small-glass-arrow_nw,100
textplate-small-glass-arrow_s,100
textplate-small-glass-arrow_se,100
textplate-small-glass-arrow_sw,100
textplate-small-glass-arrow_w,100
textplate-small-glass-at,100
textplate-small-glass-b,100
textplate-small-glass-blank,100
textplate-small-glass-bracket_left,100
textplate-small-glass-bracket_right,100
textplate-small-glass-c,100
textplate-small-glass-circle,100
textplate-small-glass-cog,100
textplate-small-glass-colon,100
textplate-small-glass-comma,100
textplate-small-glass-curlybracket_left,100
textplate-small-glass-curlybracket_right,100
textplate-small-glass-d,100
textplate-small-glass-divide,100
textplate-small-glass-e,100
textplate-small-glass-epsilon,100
textplate-small-glass-equals,100
textplate-small-glass-exclamation,100
textplate-small-glass-f,100
textplate-small-glass-g,100
textplate-small-glass-gamma,100
textplate-small-glass-greater,100
textplate-small-glass-h,100
textplate-small-glass-hash,100
textplate-small-glass-hat,100
textplate-small-glass-i,100
textplate-small-glass-j,100
textplate-small-glass-k,100
textplate-small-glass-l,100
textplate-small-glass-lambda,100
textplate-small-glass-less,100
textplate-small-glass-m,100
textplate-small-glass-minus,100
textplate-small-glass-multiply,100
textplate-small-glass-n,100
textplate-small-glass-o,100
textplate-small-glass-omega,100
textplate-small-glass-p,100
textplate-small-glass-percent,100
textplate-small-glass-phi,100
textplate-small-glass-pipe,100
textplate-small-glass-plus,100
textplate-small-glass-q,100
textplate-small-glass-question,100
textplate-small-glass-quotes_double_left,100
textplate-small-glass-quotes_double_right,100
textplate-small-glass-quotes_single_left,100
textplate-small-glass-quotes_single_right,100
textplate-small-glass-r,100
textplate-small-glass-ring,100
textplate-small-glass-s,100
textplate-small-glass-semicolon,100
textplate-small-glass-square,100
textplate-small-glass-squarebracket_left,100
textplate-small-glass-squarebracket_right,100
textplate-small-glass-stop,100
textplate-small-glass-t,100
textplate-small-glass-theta,100
textplate-small-glass-u,100
textplate-small-glass-v,100
textplate-small-glass-w,100
textplate-small-glass-x,100
textplate-small-glass-xi,100
textplate-small-glass-y,100
textplate-small-glass-z,100
textplate-small-glass-zeta,100
textplate-large-glass,100
textplate-large-glass-0,100
textplate-large-glass-1,100
textplate-large-glass-2,100
textplate-large-glass-3,100
textplate-large-glass-4,100
textplate-large-glass-5,100
textplate-large-glass-6,100
textplate-large-glass-7,100
textplate-large-glass-8,100
textplate-large-glass-9,100
textplate-large-glass-a,100
textplate-large-glass-ampersand,100
textplate-large-glass-arrow_e,100
textplate-large-glass-arrow_n,100
textplate-large-glass-arrow_ne,100
textplate-large-glass-arrow_nw,100
textplate-large-glass-arrow_s,100
textplate-large-glass-arrow_se,100
textplate-large-glass-arrow_sw,100
textplate-large-glass-arrow_w,100
textplate-large-glass-at,100
textplate-large-glass-b,100
textplate-large-glass-blank,100
textplate-large-glass-bracket_left,100
textplate-large-glass-bracket_right,100
textplate-large-glass-c,100
textplate-large-glass-circle,100
textplate-large-glass-cog,100
textplate-large-glass-colon,100
textplate-large-glass-comma,100
textplate-large-glass-curlybracket_left,100
textplate-large-glass-curlybracket_right,100
textplate-large-glass-d,100
textplate-large-glass-divide,100
textplate-large-glass-e,100
textplate-large-glass-epsilon,100
textplate-large-glass-equals,100
textplate-large-glass-exclamation,100
textplate-large-glass-f,100
textplate-large-glass-g,100
textplate-large-glass-gamma,100
textplate-large-glass-greater,100
textplate-large-glass-h,100
textplate-large-glass-hash,100
textplate-large-glass-hat,100
textplate-large-glass-i,100
textplate-large-glass-j,100
textplate-large-glass-k,100
textplate-large-glass-l,100
textplate-large-glass-lambda,100
textplate-large-glass-less,100
textplate-large-glass-m,100
textplate-large-glass-minus,100
textplate-large-glass-multiply,100
textplate-large-glass-n,100
textplate-large-glass-o,100
textplate-large-glass-omega,100
textplate-large-glass-p,100
textplate-large-glass-percent,100
textplate-large-glass-phi,100
textplate-large-glass-pipe,100
textplate-large-glass-plus,100
textplate-large-glass-q,100
textplate-large-glass-question,100
textplate-large-glass-quotes_double_left,100
textplate-large-glass-quotes_double_right,100
textplate-large-glass-quotes_single_left,100
textplate-large-glass-quotes_single_right,100
textplate-large-glass-r,100
textplate-large-glass-ring,100
textplate-large-glass-s,100
textplate-large-glass-semicolon,100
textplate-large-glass-square,100
textplate-large-glass-squarebracket_left,100
textplate-large-glass-squarebracket_right,100
textplate-large-glass-stop,100
textplate-large-glass-t,100
textplate-large-glass-theta,100
textplate-large-glass-u,100
textplate-large-glass-v,100
textplate-large-glass-w,100
textplate-large-glass-x,100
textplate-large-glass-xi,100
textplate-large-glass-y,100
textplate-large-glass-z,100
textplate-large-glass-zeta,100
textplate-small-gold,100
textplate-small-gold-0,100
textplate-small-gold-1,100
textplate-small-gold-2,100
textplate-small-gold-3,100
textplate-small-gold-4,100
textplate-small-gold-5,100
textplate-small-gold-6,100
textplate-small-gold-7,100
textplate-small-gold-8,100
textplate-small-gold-9,100
textplate-small-gold-a,100
textplate-small-gold-ampersand,100
textplate-small-gold-arrow_e,100
textplate-small-gold-arrow_n,100
textplate-small-gold-arrow_ne,100
textplate-small-gold-arrow_nw,100
textplate-small-gold-arrow_s,100
textplate-small-gold-arrow_se,100
textplate-small-gold-arrow_sw,100
textplate-small-gold-arrow_w,100
textplate-small-gold-at,100
textplate-small-gold-b,100
textplate-small-gold-blank,100
textplate-small-gold-bracket_left,100
textplate-small-gold-bracket_right,100
textplate-small-gold-c,100
textplate-small-gold-circle,100
textplate-small-gold-cog,100
textplate-small-gold-colon,100
textplate-small-gold-comma,100
textplate-small-gold-curlybracket_left,100
textplate-small-gold-curlybracket_right,100
textplate-small-gold-d,100
textplate-small-gold-divide,100
textplate-small-gold-e,100
textplate-small-gold-epsilon,100
textplate-small-gold-equals,100
textplate-small-gold-exclamation,100
textplate-small-gold-f,100
textplate-small-gold-g,100
textplate-small-gold-gamma,100
textplate-small-gold-greater,100
textplate-small-gold-h,100
textplate-small-gold-hash,100
textplate-small-gold-hat,100
textplate-small-gold-i,100
textplate-small-gold-j,100
textplate-small-gold-k,100
textplate-small-gold-l,100
textplate-small-gold-lambda,100
textplate-small-gold-less,100
textplate-small-gold-m,100
textplate-small-gold-minus,100
textplate-small-gold-multiply,100
textplate-small-gold-n,100
textplate-small-gold-o,100
textplate-small-gold-omega,100
textplate-small-gold-p,100
textplate-small-gold-percent,100
textplate-small-gold-phi,100
textplate-small-gold-pipe,100
textplate-small-gold-plus,100
textplate-small-gold-q,100
textplate-small-gold-question,100
textplate-small-gold-quotes_double_left,100
textplate-small-gold-quotes_double_right,100
textplate-small-gold-quotes_single_left,100
textplate-small-gold-quotes_single_right,100
textplate-small-gold-r,100
textplate-small-gold-ring,100
textplate-small-gold-s,100
textplate-small-gold-semicolon,100
textplate-small-gold-square,100
textplate-small-gold-squarebracket_left,100
textplate-small-gold-squarebracket_right,100
textplate-small-gold-stop,100
textplate-small-gold-t,100
textplate-small-gold-theta,100
textplate-small-gold-u,100
textplate-small-gold-v,100
textplate-small-gold-w,100
textplate-small-gold-x,100
textplate-small-gold-xi,100
textplate-small-gold-y,100
textplate-small-gold-z,100
textplate-small-gold-zeta,100
textplate-large-gold,100
textplate-large-gold-0,100
textplate-large-gold-1,100
textplate-large-gold-2,100
textplate-large-gold-3,100
textplate-large-gold-4,100
textplate-large-gold-5,100
textplate-large-gold-6,100
textplate-large-gold-7,100
textplate-large-gold-8,100
textplate-large-gold-9,100
textplate-large-gold-a,100
textplate-large-gold-ampersand,100
textplate-large-gold-arrow_e,100
textplate-large-gold-arrow_n,100
textplate-large-gold-arrow_ne,100
textplate-large-gold-arrow_nw,100
textplate-large-gold-arrow_s,100
textplate-large-gold-arrow_se,100
textplate-large-gold-arrow_sw,100
textplate-large-gold-arrow_w,100
textplate-large-gold-at,100
textplate-large-gold-b,100
textplate-large-gold-blank,100
textplate-large-gold-bracket_left,100
textplate-large-gold-bracket_right,100
textplate-large-gold-c,100
textplate-large-gold-circle,100
textplate-large-gold-cog,100
textplate-large-gold-colon,100
textplate-large-gold-comma,100
textplate-large-gold-curlybracket_left,100
textplate-large-gold-curlybracket_right,100
textplate-large-gold-d,100
textplate-large-gold-divide,100
textplate-large-gold-e,100
textplate-large-gold-epsilon,100
textplate-large-gold-equals,100
textplate-large-gold-exclamation,100
textplate-large-gold-f,100
textplate-large-gold-g,100
textplate-large-gold-gamma,100
textplate-large-gold-greater,100
textplate-large-gold-h,100
textplate-large-gold-hash,100
textplate-large-gold-hat,100
textplate-large-gold-i,100
textplate-large-gold-j,100
textplate-large-gold-k,100
textplate-large-gold-l,100
textplate-large-gold-lambda,100
textplate-large-gold-less,100
textplate-large-gold-m,100
textplate-large-gold-minus,100
textplate-large-gold-multiply,100
textplate-large-gold-n,100
textplate-large-gold-o,100
textplate-large-gold-omega,100
textplate-large-gold-p,100
textplate-large-gold-percent,100
textplate-large-gold-phi,100
textplate-large-gold-pipe,100
textplate-large-gold-plus,100
textplate-large-gold-q,100
textplate-large-gold-question,100
textplate-large-gold-quotes_double_left,100
textplate-large-gold-quotes_double_right,100
textplate-large-gold-quotes_single_left,100
textplate-large-gold-quotes_single_right,100
textplate-large-gold-r,100
textplate-large-gold-ring,100
textplate-large-gold-s,100
textplate-large-gold-semicolon,100
textplate-large-gold-square,100
textplate-large-gold-squarebracket_left,100
textplate-large-gold-squarebracket_right,100
textplate-large-gold-stop,100
textplate-large-gold-t,100
textplate-large-gold-theta,100
textplate-large-gold-u,100
textplate-large-gold-v,100
textplate-large-gold-w,100
textplate-large-gold-x,100
textplate-large-gold-xi,100
textplate-large-gold-y,100
textplate-large-gold-z,100
textplate-large-gold-zeta,100
textplate-small-iron,100
textplate-small-iron-0,100
textplate-small-iron-1,100
textplate-small-iron-2,100
textplate-small-iron-3,100
textplate-small-iron-4,100
textplate-small-iron-5,100
textplate-small-iron-6,100
textplate-small-iron-7,100
textplate-small-iron-8,100
textplate-small-iron-9,100
textplate-small-iron-a,100
textplate-small-iron-ampersand,100
textplate-small-iron-arrow_e,100
textplate-small-iron-arrow_n,100
textplate-small-iron-arrow_ne,100
textplate-small-iron-arrow_nw,100
textplate-small-iron-arrow_s,100
textplate-small-iron-arrow_se,100
textplate-small-iron-arrow_sw,100
textplate-small-iron-arrow_w,100
textplate-small-iron-at,100
textplate-small-iron-b,100
textplate-small-iron-blank,100
textplate-small-iron-bracket_left,100
textplate-small-iron-bracket_right,100
textplate-small-iron-c,100
textplate-small-iron-circle,100
textplate-small-iron-cog,100
textplate-small-iron-colon,100
textplate-small-iron-comma,100
textplate-small-iron-curlybracket_left,100
textplate-small-iron-curlybracket_right,100
textplate-small-iron-d,100
textplate-small-iron-divide,100
textplate-small-iron-e,100
textplate-small-iron-epsilon,100
textplate-small-iron-equals,100
textplate-small-iron-exclamation,100
textplate-small-iron-f,100
textplate-small-iron-g,100
textplate-small-iron-gamma,100
textplate-small-iron-greater,100
textplate-small-iron-h,100
textplate-small-iron-hash,100
textplate-small-iron-hat,100
textplate-small-iron-i,100
textplate-small-iron-j,100
textplate-small-iron-k,100
textplate-small-iron-l,100
textplate-small-iron-lambda,100
textplate-small-iron-less,100
textplate-small-iron-m,100
textplate-small-iron-minus,100
textplate-small-iron-multiply,100
textplate-small-iron-n,100
textplate-small-iron-o,100
textplate-small-iron-omega,100
textplate-small-iron-p,100
textplate-small-iron-percent,100
textplate-small-iron-phi,100
textplate-small-iron-pipe,100
textplate-small-iron-plus,100
textplate-small-iron-q,100
textplate-small-iron-question,100
textplate-small-iron-quotes_double_left,100
textplate-small-iron-quotes_double_right,100
textplate-small-iron-quotes_single_left,100
textplate-small-iron-quotes_single_right,100
textplate-small-iron-r,100
textplate-small-iron-ring,100
textplate-small-iron-s,100
textplate-small-iron-semicolon,100
textplate-small-iron-square,100
textplate-small-iron-squarebracket_left,100
textplate-small-iron-squarebracket_right,100
textplate-small-iron-stop,100
textplate-small-iron-t,100
textplate-small-iron-theta,100
textplate-small-iron-u,100
textplate-small-iron-v,100
textplate-small-iron-w,100
textplate-small-iron-x,100
textplate-small-iron-xi,100
textplate-small-iron-y,100
textplate-small-iron-z,100
textplate-small-iron-zeta,100
textplate-large-iron,100
textplate-large-iron-0,100
textplate-large-iron-1,100
textplate-large-iron-2,100
textplate-large-iron-3,100
textplate-large-iron-4,100
textplate-large-iron-5,100
textplate-large-iron-6,100
textplate-large-iron-7,100
textplate-large-iron-8,100
textplate-large-iron-9,100
textplate-large-iron-a,100
textplate-large-iron-ampersand,100
textplate-large-iron-arrow_e,100
textplate-large-iron-arrow_n,100
textplate-large-iron-arrow_ne,100
textplate-large-iron-arrow_nw,100
textplate-large-iron-arrow_s,100
textplate-large-iron-arrow_se,100
textplate-large-iron-arrow_sw,100
textplate-large-iron-arrow_w,100
textplate-large-iron-at,100
textplate-large-iron-b,100
textplate-large-iron-blank,100
textplate-large-iron-bracket_left,100
textplate-large-iron-bracket_right,100
textplate-large-iron-c,100
textplate-large-iron-circle,100
textplate-large-iron-cog,100
textplate-large-iron-colon,100
textplate-large-iron-comma,100
textplate-large-iron-curlybracket_left,100
textplate-large-iron-curlybracket_right,100
textplate-large-iron-d,100
textplate-large-iron-divide,100
textplate-large-iron-e,100
textplate-large-iron-epsilon,100
textplate-large-iron-equals,100
textplate-large-iron-exclamation,100
