name|time|category|group|subgroup|ingredients|products
programmable-speaker|2|crafting|logistics|circuit-network|[{"type":"item","name":"iron-plate","amount":3},{"type":"item","name":"iron-stick","amount":4},{"type":"item","name":"copper-cable","amount":5},{"type":"item","name":"electronic-circuit","amount":4}]|[{"type":"item","name":"programmable-speaker","amount":1}]
display-panel|0.5|crafting|logistics|circuit-network|[{"type":"item","name":"iron-plate","amount":1},{"type":"item","name":"electronic-circuit","amount":1}]|[{"type":"item","name":"display-panel","amount":1}]
stone-brick|3.2|smelting|logistics|terrain|[{"type":"item","name":"stone","amount":2}]|[{"type":"item","name":"stone-brick","amount":1}]
concrete|10|crafting-with-fluid|logistics|terrain|[{"type":"item","name":"iron-ore","amount":1},{"type":"item","name":"stone-brick","amount":5},{"type":"fluid","name":"water","amount":100}]|[{"type":"item","name":"concrete","amount":10}]
hazard-concrete|0.25|crafting|logistics|terrain|[{"type":"item","name":"concrete","amount":10}]|[{"type":"item","name":"hazard-concrete","amount":10}]
refined-concrete|15|crafting-with-fluid|logistics|terrain|[{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"iron-stick","amount":8},{"type":"item","name":"concrete","amount":20},{"type":"fluid","name":"water","amount":100}]|[{"type":"item","name":"refined-concrete","amount":10}]
refined-hazard-concrete|0.25|crafting|logistics|terrain|[{"type":"item","name":"refined-concrete","amount":10}]|[{"type":"item","name":"refined-hazard-concrete","amount":10}]
landfill|0.5|crafting|logistics|terrain|[{"type":"item","name":"stone","amount":50}]|[{"type":"item","name":"landfill","amount":1}]
artificial-yumako-soil|2|crafting|logistics|terrain|[{"type":"item","name":"yumako-seed","amount":2},{"type":"item","name":"nutrients","amount":50},{"type":"item","name":"landfill","amount":5}]|[{"type":"item","name":"artificial-yumako-soil","amount":10}]
overgrowth-yumako-soil|10|crafting-with-fluid|logistics|terrain|[{"type":"item","name":"yumako-seed","amount":5},{"type":"item","name":"spoilage","amount":50},{"type":"item","name":"biter-egg","amount":10},{"type":"item","name":"artificial-yumako-soil","amount":2},{"type":"fluid","name":"water","amount":100}]|[{"type":"item","name":"overgrowth-yumako-soil","amount":1}]
artificial-jellynut-soil|2|crafting|logistics|terrain|[{"type":"item","name":"jellynut-seed","amount":2},{"type":"item","name":"nutrients","amount":50},{"type":"item","name":"landfill","amount":5}]|[{"type":"item","name":"artificial-jellynut-soil","amount":10}]
overgrowth-jellynut-soil|10|crafting-with-fluid|logistics|terrain|[{"type":"item","name":"jellynut-seed","amount":5},{"type":"item","name":"spoilage","amount":50},{"type":"item","name":"biter-egg","amount":10},{"type":"item","name":"artificial-jellynut-soil","amount":2},{"type":"fluid","name":"water","amount":100}]|[{"type":"item","name":"overgrowth-jellynut-soil","amount":1}]
ice-platform|30|crafting-with-fluid|logistics|terrain|[{"type":"item","name":"ice","amount":50},{"type":"fluid","name":"ammonia","amount":400}]|[{"type":"item","name":"ice-platform","amount":1}]
foundation|30|crafting-with-fluid|logistics|terrain|[{"type":"item","name":"stone","amount":20},{"type":"item","name":"tungsten-plate","amount":4},{"type":"item","name":"carbon-fiber","amount":4},{"type":"item","name":"lithium-plate","amount":4},{"type":"fluid","name":"fluoroketone-cold","amount":20}]|[{"type":"item","name":"foundation","amount":1}]
cliff-explosives|8|crafting|logistics|terrain|[{"type":"item","name":"explosives","amount":10},{"type":"item","name":"barrel","amount":1},{"type":"item","name":"calcite","amount":10},{"type":"item","name":"grenade","amount":1}]|[{"type":"item","name":"cliff-explosives","amount":1}]
repair-pack|0.5|crafting|production|tool|[{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"electronic-circuit","amount":2}]|[{"type":"item","name":"repair-pack","amount":1}]
boiler|0.5|crafting|production|energy|[{"type":"item","name":"pipe","amount":4},{"type":"item","name":"stone-furnace","amount":1}]|[{"type":"item","name":"boiler","amount":1}]
steam-engine|0.5|crafting|production|energy|[{"type":"item","name":"iron-plate","amount":10},{"type":"item","name":"iron-gear-wheel","amount":8},{"type":"item","name":"pipe","amount":5}]|[{"type":"item","name":"steam-engine","amount":1}]
solar-panel|10|electronics|production|energy|[{"type":"item","name":"copper-plate","amount":5},{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"electronic-circuit","amount":15}]|[{"type":"item","name":"solar-panel","amount":1}]
accumulator|10|electronics|production|energy|[{"type":"item","name":"iron-plate","amount":2},{"type":"item","name":"battery","amount":5}]|[{"type":"item","name":"accumulator","amount":1}]
nuclear-reactor|8|crafting|production|energy|[{"type":"item","name":"copper-plate","amount":500},{"type":"item","name":"steel-plate","amount":500},{"type":"item","name":"advanced-circuit","amount":500},{"type":"item","name":"concrete","amount":500}]|[{"type":"item","name":"nuclear-reactor","amount":1}]
heat-pipe|1|crafting|production|energy|[{"type":"item","name":"copper-plate","amount":20},{"type":"item","name":"steel-plate","amount":10}]|[{"type":"item","name":"heat-pipe","amount":1}]
heat-exchanger|3|crafting|production|energy|[{"type":"item","name":"copper-plate","amount":100},{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"pipe","amount":10}]|[{"type":"item","name":"heat-exchanger","amount":1}]
steam-turbine|3|crafting|production|energy|[{"type":"item","name":"copper-plate","amount":50},{"type":"item","name":"iron-gear-wheel","amount":50},{"type":"item","name":"pipe","amount":20}]|[{"type":"item","name":"steam-turbine","amount":1}]
fusion-reactor|60|cryogenics|production|energy|[{"type":"item","name":"tungsten-plate","amount":200},{"type":"item","name":"superconductor","amount":200},{"type":"item","name":"quantum-processor","amount":250}]|[{"type":"item","name":"fusion-reactor","amount":1}]
fusion-generator|30|cryogenics|production|energy|[{"type":"item","name":"tungsten-plate","amount":100},{"type":"item","name":"superconductor","amount":100},{"type":"item","name":"quantum-processor","amount":50}]|[{"type":"item","name":"fusion-generator","amount":1}]
burner-mining-drill|2|crafting|production|extraction-machine|[{"type":"item","name":"iron-plate","amount":3},{"type":"item","name":"iron-gear-wheel","amount":3},{"type":"item","name":"stone-furnace","amount":1}]|[{"type":"item","name":"burner-mining-drill","amount":1}]
electric-mining-drill|2|crafting|production|extraction-machine|[{"type":"item","name":"iron-plate","amount":10},{"type":"item","name":"iron-gear-wheel","amount":5},{"type":"item","name":"electronic-circuit","amount":3}]|[{"type":"item","name":"electric-mining-drill","amount":1}]
big-mining-drill|30|metallurgy|production|extraction-machine|[{"type":"item","name":"advanced-circuit","amount":10},{"type":"item","name":"electric-engine-unit","amount":10},{"type":"item","name":"tungsten-carbide","amount":20},{"type":"item","name":"electric-mining-drill","amount":1},{"type":"fluid","name":"molten-iron","amount":200}]|[{"type":"item","name":"big-mining-drill","amount":1}]
offshore-pump|0.5|crafting|production|extraction-machine|[{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"pipe","amount":3}]|[{"type":"item","name":"offshore-pump","amount":1}]
pumpjack|5|crafting|production|extraction-machine|[{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"iron-gear-wheel","amount":10},{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"pipe","amount":10}]|[{"type":"item","name":"pumpjack","amount":1}]
stone-furnace|0.5|crafting|production|smelting-machine|[{"type":"item","name":"stone","amount":5}]|[{"type":"item","name":"stone-furnace","amount":1}]
steel-furnace|3|crafting|production|smelting-machine|[{"type":"item","name":"steel-plate","amount":6},{"type":"item","name":"stone-brick","amount":10}]|[{"type":"item","name":"steel-furnace","amount":1}]
electric-furnace|5|crafting|production|smelting-machine|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"stone-brick","amount":10}]|[{"type":"item","name":"electric-furnace","amount":1}]
foundry|10|metallurgy-or-assembling|production|smelting-machine|[{"type":"item","name":"steel-plate","amount":50},{"type":"item","name":"electronic-circuit","amount":30},{"type":"item","name":"tungsten-carbide","amount":50},{"type":"item","name":"refined-concrete","amount":20},{"type":"fluid","name":"lubricant","amount":20}]|[{"type":"item","name":"foundry","amount":1}]
recycler|3|crafting|production|smelting-machine|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"iron-gear-wheel","amount":40},{"type":"item","name":"processing-unit","amount":6},{"type":"item","name":"concrete","amount":20}]|[{"type":"item","name":"recycler","amount":1}]
agricultural-tower|10|crafting|production|agriculture|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"electronic-circuit","amount":3},{"type":"item","name":"spoilage","amount":20},{"type":"item","name":"landfill","amount":1}]|[{"type":"item","name":"agricultural-tower","amount":1}]
biochamber|20|organic-or-assembling|production|agriculture|[{"type":"item","name":"iron-plate","amount":20},{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"nutrients","amount":5},{"type":"item","name":"pentapod-egg","amount":1},{"type":"item","name":"landfill","amount":1}]|[{"type":"item","name":"biochamber","amount":1}]
captive-biter-spawner|10|cryogenics|production|agriculture|[{"type":"item","name":"uranium-235","amount":15},{"type":"item","name":"biter-egg","amount":10},{"type":"item","name":"capture-robot-rocket","amount":1},{"type":"fluid","name":"fluoroketone-cold","amount":100}]|[{"type":"item","name":"captive-biter-spawner","amount":1}]
assembling-machine-1|0.5|crafting|production|production-machine|[{"type":"item","name":"iron-plate","amount":9},{"type":"item","name":"iron-gear-wheel","amount":5},{"type":"item","name":"electronic-circuit","amount":3}]|[{"type":"item","name":"assembling-machine-1","amount":1}]
assembling-machine-2|0.5|crafting|production|production-machine|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"iron-gear-wheel","amount":5},{"type":"item","name":"electronic-circuit","amount":3},{"type":"item","name":"assembling-machine-1","amount":1}]|[{"type":"item","name":"assembling-machine-2","amount":1}]
assembling-machine-3|0.5|crafting|production|production-machine|[{"type":"item","name":"assembling-machine-2","amount":2},{"type":"item","name":"speed-module","amount":4}]|[{"type":"item","name":"assembling-machine-3","amount":1}]
oil-refinery|8|crafting|production|production-machine|[{"type":"item","name":"steel-plate","amount":15},{"type":"item","name":"iron-gear-wheel","amount":10},{"type":"item","name":"electronic-circuit","amount":10},{"type":"item","name":"pipe","amount":10},{"type":"item","name":"stone-brick","amount":10}]|[{"type":"item","name":"oil-refinery","amount":1}]
chemical-plant|5|crafting|production|production-machine|[{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"iron-gear-wheel","amount":5},{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"pipe","amount":5}]|[{"type":"item","name":"chemical-plant","amount":1}]
centrifuge|4|crafting|production|production-machine|[{"type":"item","name":"steel-plate","amount":50},{"type":"item","name":"iron-gear-wheel","amount":100},{"type":"item","name":"advanced-circuit","amount":100},{"type":"item","name":"concrete","amount":100}]|[{"type":"item","name":"centrifuge","amount":1}]
electromagnetic-plant|10|electronics-or-assembling|production|production-machine|[{"type":"item","name":"steel-plate","amount":50},{"type":"item","name":"processing-unit","amount":50},{"type":"item","name":"holmium-plate","amount":150},{"type":"item","name":"refined-concrete","amount":50}]|[{"type":"item","name":"electromagnetic-plant","amount":1}]
cryogenic-plant|10|cryogenics-or-assembling|production|production-machine|[{"type":"item","name":"processing-unit","amount":20},{"type":"item","name":"superconductor","amount":20},{"type":"item","name":"lithium-plate","amount":20},{"type":"item","name":"refined-concrete","amount":40}]|[{"type":"item","name":"cryogenic-plant","amount":1}]
lab|2|crafting|production|production-machine|[{"type":"item","name":"iron-gear-wheel","amount":10},{"type":"item","name":"electronic-circuit","amount":10},{"type":"item","name":"transport-belt","amount":4}]|[{"type":"item","name":"lab","amount":1}]
biolab|10|crafting|production|production-machine|[{"type":"item","name":"uranium-235","amount":3},{"type":"item","name":"biter-egg","amount":10},{"type":"item","name":"refined-concrete","amount":25},{"type":"item","name":"lab","amount":1},{"type":"item","name":"capture-robot-rocket","amount":2}]|[{"type":"item","name":"biolab","amount":1}]
lightning-rod|5|electronics|production|environmental-protection|[{"type":"item","name":"steel-plate","amount":8},{"type":"item","name":"copper-cable","amount":12},{"type":"item","name":"stone-brick","amount":4}]|[{"type":"item","name":"lightning-rod","amount":1}]
lightning-collector|5|electromagnetics|production|environmental-protection|[{"type":"item","name":"supercapacitor","amount":8},{"type":"item","name":"accumulator","amount":1},{"type":"item","name":"lightning-rod","amount":1},{"type":"fluid","name":"electrolyte","amount":80}]|[{"type":"item","name":"lightning-collector","amount":1}]
heating-tower|10|crafting|production|environmental-protection|[{"type":"item","name":"concrete","amount":20},{"type":"item","name":"boiler","amount":2},{"type":"item","name":"heat-pipe","amount":5}]|[{"type":"item","name":"heating-tower","amount":1}]
beacon|15|electronics|production|module|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"copper-cable","amount":10},{"type":"item","name":"electronic-circuit","amount":20},{"type":"item","name":"advanced-circuit","amount":20}]|[{"type":"item","name":"beacon","amount":1}]
speed-module|15|electronics|production|module|[{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"advanced-circuit","amount":5}]|[{"type":"item","name":"speed-module","amount":1}]
speed-module-2|30|electronics|production|module|[{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"speed-module","amount":4}]|[{"type":"item","name":"speed-module-2","amount":1}]
speed-module-3|60|electronics|production|module|[{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"tungsten-carbide","amount":1},{"type":"item","name":"speed-module-2","amount":4}]|[{"type":"item","name":"speed-module-3","amount":1}]
efficiency-module|15|electronics|production|module|[{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"advanced-circuit","amount":5}]|[{"type":"item","name":"efficiency-module","amount":1}]
efficiency-module-2|30|electronics|production|module|[{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"efficiency-module","amount":4}]|[{"type":"item","name":"efficiency-module-2","amount":1}]
efficiency-module-3|60|electronics|production|module|[{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"spoilage","amount":5},{"type":"item","name":"efficiency-module-2","amount":4}]|[{"type":"item","name":"efficiency-module-3","amount":1}]
productivity-module|15|electronics|production|module|[{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"advanced-circuit","amount":5}]|[{"type":"item","name":"productivity-module","amount":1}]
productivity-module-2|30|electronics|production|module|[{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"productivity-module","amount":4}]|[{"type":"item","name":"productivity-module-2","amount":1}]
productivity-module-3|60|electronics|production|module|[{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"biter-egg","amount":1},{"type":"item","name":"productivity-module-2","amount":4}]|[{"type":"item","name":"productivity-module-3","amount":1}]
quality-module|15|electronics|production|module|[{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"advanced-circuit","amount":5}]|[{"type":"item","name":"quality-module","amount":1}]
